Time,Net Shortwave Radiation Flux [MJ/m^2],Downward Longwave Radiation Flux [MJ/m^2],Upward Longwave Radiation Flux [MJ/m^2],Sensible Heat Flux [MJ/m^2],Latent Heat Flux [MJ/m^2],Ground Flux [MJ/m^2]
2015-09-11 01:00:00,0.0,1.2188,1.32698,-0.01629,-0.00436,-0.08752
2015-09-11 02:00:00,0.0,1.21882,1.3196,-0.0169,-0.00142,-0.08245
2015-09-11 03:00:00,0.0,1.21939,1.31087,-0.00896,0.00063,-0.08315
2015-09-11 04:00:00,0.0,1.21868,1.30686,-0.01099,-0.00148,-0.07571
2015-09-11 05:00:00,0.0,1.22335,1.30264,-0.01107,-0.0011,-0.06712
2015-09-11 06:00:00,0.0,1.22185,1.30068,-0.01892,-0.00065,-0.05927
2015-09-11 07:00:00,0.20327,1.22311,1.32118,-0.00838,0.01959,0.09399
2015-09-11 08:00:00,0.82725,1.23931,1.38826,0.07449,0.11457,0.48923
2015-09-11 09:00:00,1.46669,1.26302,1.46318,0.25654,0.20805,0.80194
2015-09-11 10:00:00,2.02145,1.26636,1.52089,0.55898,0.29229,0.91565
2015-09-11 11:00:00,2.43822,1.26559,1.56126,0.86371,0.36673,0.91211
2015-09-11 12:00:00,2.67936,1.27341,1.59221,1.07507,0.4116,0.87388
2015-09-11 13:00:00,2.72484,1.28506,1.60576,1.23095,0.41251,0.76067
2015-09-11 14:00:00,2.57838,1.28633,1.60395,1.23476,0.39958,0.62642
2015-09-11 15:00:00,2.24046,1.3041,1.59049,1.11118,0.36361,0.47928
2015-09-11 16:00:00,1.75808,1.29424,1.56283,0.90866,0.28383,0.29699
2015-09-11 17:00:00,1.15793,1.28777,1.52494,0.57897,0.2174,0.12439
2015-09-11 18:00:00,0.50454,1.29464,1.4779,0.27967,0.11346,-0.07185
2015-09-11 19:00:00,0.03623,1.27835,1.43241,0.02674,0.04591,-0.19049
2015-09-11 20:00:00,0.0,1.27738,1.4107,-0.01497,0.02325,-0.14159
2015-09-11 21:00:00,0.0,1.27682,1.39119,-0.01053,0.00402,-0.10786
2015-09-11 22:00:00,0.0,1.27859,1.37725,-0.0055,-0.00088,-0.09227
2015-09-11 23:00:00,0.0,1.26119,1.36417,-0.00577,-0.00207,-0.09515
2015-09-12 00:00:00,0.0,1.2593,1.35709,-0.01259,-0.00177,-0.08343
