Time,Net Shortwave Radiation Flux [MJ/m^2],Downward Longwave Radiation Flux [MJ/m^2],Upward Longwave Radiation Flux [MJ/m^2],Sensible Heat Flux [MJ/m^2],Latent Heat Flux [MJ/m^2],Ground Flux [MJ/m^2]
2015-09-11 01:00:00,0.0,1.39845,1.37601,-0.00403,0.00012,0.02635
2015-09-11 02:00:00,0.0,1.48188,1.38309,0.01088,0.0082,0.07971
2015-09-11 03:00:00,0.0,1.4659,1.3819,0.00219,0.01087,0.07094
2015-09-11 04:00:00,0.0,1.38125,1.37278,-0.00902,0.00275,0.01474
2015-09-11 05:00:00,0.0,1.31652,1.36377,-0.04887,0.011,-0.00938
2015-09-11 06:00:00,0.0,1.27541,1.36001,-0.10027,0.02633,-0.01066
2015-09-11 07:00:00,0.20152,1.27174,1.37192,-0.0445,0.04971,0.09613
2015-09-11 08:00:00,0.68143,1.35625,1.41371,0.1619,0.11898,0.34309
2015-09-11 09:00:00,0.90048,1.43618,1.44216,0.32789,0.14347,0.42314
2015-09-11 10:00:00,1.83182,1.3417,1.5073,0.7618,0.22556,0.67886
2015-09-11 11:00:00,2.34349,1.31255,1.55672,1.09243,0.26068,0.74621
2015-09-11 12:00:00,2.6413,1.30536,1.59198,1.3229,0.28517,0.74661
2015-09-11 13:00:00,2.68808,1.30045,1.60587,1.43779,0.29639,0.64848
2015-09-11 14:00:00,2.56998,1.28144,1.6059,1.43126,0.28609,0.52817
2015-09-11 15:00:00,2.24195,1.27702,1.59037,1.29076,0.25696,0.38088
2015-09-11 16:00:00,1.75439,1.28058,1.56167,1.05481,0.20254,0.21595
2015-09-11 17:00:00,1.15484,1.27333,1.52155,0.70731,0.15349,0.04582
2015-09-11 18:00:00,0.50423,1.27016,1.47332,0.33623,0.08839,-0.12354
2015-09-11 19:00:00,0.03612,1.26597,1.42851,0.06497,0.03363,-0.22501
2015-09-11 20:00:00,0.0,1.27864,1.41167,0.00111,0.02147,-0.15561
2015-09-11 21:00:00,0.0,1.28565,1.39676,-0.00784,0.01068,-0.11395
2015-09-11 22:00:00,0.0,1.27741,1.38257,-0.00648,0.00318,-0.10186
2015-09-11 23:00:00,0.0,1.26698,1.37147,-0.00746,0.00245,-0.09949
2015-09-12 00:00:00,0.0,1.27594,1.3654,-0.01227,0.0063,-0.08349
