Time,Temperature [°C],Mixing Ratio [kg/kg],Vapor Pressure [hPa],Wind Speed [m/s],Wind Direction [°],u [m/s],v [m/s],Surface Pressure [hPa],Sea Level Pressure [hPa],Skin Temperature [°C],Top Soil Layer Temperature [°C],Rainfall [mm],Cloud Water [kg/m^2]
2015-09-11 00:10:00,19.95648,0.01191,19.00194,0.99926,223.29079,0.68519,0.72734,1011.6125781,1012.0259488,18.87304,21.6936,0.0,0.0
2015-09-11 00:20:00,19.9674,0.01188,18.95366,0.70913,228.09122,0.52774,0.47366,1011.5423438,1011.9556779,18.76821,21.64007,0.0,0.0
2015-09-11 00:30:00,19.87924,0.01182,18.85887,0.4996,228.74059,0.37556,0.32947,1011.4971094,1011.9105645,18.67535,21.58923,0.0,0.0
2015-09-11 00:40:00,19.83376,0.01176,18.7649,0.3945,219.94377,0.25329,0.30246,1011.49625,1011.9097839,18.60412,21.53896,0.0,0.0
2015-09-11 00:50:00,19.82919,0.01167,18.62394,0.41293,217.13738,0.2493,0.32918,1011.49625,1011.9098129,18.5545,21.48849,0.0,0.0
2015-09-11 01:00:00,19.83645,0.01152,18.38871,0.54934,223.50063,0.37815,0.39848,1011.4852344,1011.8988202,18.51278,21.43801,0.0,0.0
2015-09-11 01:10:00,19.77444,0.01129,18.02822,0.73634,226.74994,0.53633,0.50453,1011.4913281,1011.9050616,18.47534,21.38876,0.0,0.0
2015-09-11 01:20:00,19.73638,0.01107,17.68271,0.91871,220.37583,0.59514,0.69988,1011.4713281,1011.8851623,18.42965,21.3424,0.0,0.0
2015-09-11 01:30:00,19.69604,0.01087,17.36854,1.01583,214.85581,0.58056,0.83358,1011.4605469,1011.8744839,18.36144,21.29604,0.0,0.0
2015-09-11 01:40:00,19.70864,0.01074,17.16386,0.79454,213.75654,0.4415,0.66059,1011.4314844,1011.8454243,18.2506,21.24966,0.0,0.0
