Time,Net Shortwave Radiation Flux [MJ/m^2],Downward Longwave Radiation Flux [MJ/m^2],Upward Longwave Radiation Flux [MJ/m^2],Sensible Heat Flux [MJ/m^2],Latent Heat Flux [MJ/m^2],Ground Flux [MJ/m^2]
2015-09-11 01:00:00,0.0,1.43654,1.37016,0.00474,0.05859,0.00305
2015-09-11 02:00:00,0.0,1.43825,1.36935,0.01565,0.04665,0.0066
2015-09-11 03:00:00,0.0,1.45816,1.37135,0.01456,0.03856,0.03369
2015-09-11 04:00:00,0.0,1.45171,1.37208,0.00447,0.03985,0.0353
2015-09-11 05:00:00,0.0,1.32758,1.36252,-0.01583,0.01403,-0.03314
2015-09-11 06:00:00,0.0,1.27576,1.35905,-0.05443,0.00376,-0.03263
2015-09-11 07:00:00,0.19284,1.30499,1.3757,-0.02351,0.03617,0.10947
2015-09-11 08:00:00,0.30947,1.45441,1.39866,0.06315,0.06937,0.2327
2015-09-11 09:00:00,0.40764,1.48984,1.41141,0.14408,0.08664,0.25536
2015-09-11 10:00:00,1.30211,1.42148,1.4694,0.50813,0.19847,0.54759
2015-09-11 11:00:00,1.96573,1.39345,1.52055,0.81574,0.28146,0.74144
2015-09-11 12:00:00,2.3849,1.36656,1.5613,1.11742,0.31648,0.75626
2015-09-11 13:00:00,1.76377,1.43542,1.5318,0.94419,0.28639,0.43682
2015-09-11 14:00:00,2.57044,1.2981,1.57566,1.31658,0.37755,0.59876
2015-09-11 15:00:00,2.24605,1.28869,1.56795,1.2265,0.31555,0.42474
2015-09-11 16:00:00,1.7594,1.28666,1.54686,0.99036,0.24648,0.26235
2015-09-11 17:00:00,0.73323,1.43459,1.49055,0.58461,0.13919,-0.04654
2015-09-11 18:00:00,0.43654,1.34276,1.45713,0.34946,0.09767,-0.12496
2015-09-11 19:00:00,0.03438,1.36103,1.42208,0.12799,0.03924,-0.19392
2015-09-11 20:00:00,0.0,1.31166,1.40551,0.0397,0.02386,-0.1574
2015-09-11 21:00:00,0.0,1.43893,1.40783,0.03632,0.02239,-0.02762
2015-09-11 22:00:00,0.0,1.27989,1.38363,0.00092,0.00488,-0.10955
2015-09-11 23:00:00,0.0,1.40018,1.38753,0.01571,0.01078,-0.01385
2015-09-12 00:00:00,0.0,1.4995,1.39592,0.0403,0.02219,0.0411
