Time,Net Shortwave Radiation Flux [MJ/m^2],Downward Longwave Radiation Flux [MJ/m^2],Upward Longwave Radiation Flux [MJ/m^2],Sensible Heat Flux [MJ/m^2],Latent Heat Flux [MJ/m^2],Ground Flux [MJ/m^2]
2015-08-11 01:00:00,0.0,1.40766,1.46917,-0.00273,-0.00054,-0.05825
2015-08-11 02:00:00,0.0,1.40777,1.46181,-0.00345,-0.00015,-0.05044
2015-08-11 03:00:00,0.0,1.39761,1.45576,-0.00855,0.00011,-0.04972
2015-08-11 04:00:00,0.0,1.39541,1.44731,-0.00342,-0.00077,-0.04772
2015-08-11 05:00:00,0.0,1.40147,1.44501,-0.00937,0.00058,-0.03475
2015-08-11 06:00:00,0.01331,1.37896,1.4399,-0.01612,0.00248,-0.034
2015-08-11 07:00:00,0.39068,1.37297,1.48465,0.03265,0.03912,0.20724
2015-08-11 08:00:00,1.02012,1.38598,1.55158,0.27629,0.08969,0.48854
2015-08-11 09:00:00,1.64544,1.4092,1.63657,0.51461,0.13682,0.76664
2015-08-11 10:00:00,2.18564,1.42892,1.71868,0.79416,0.1763,0.92541
2015-08-11 11:00:00,2.60502,1.47714,1.76798,1.21259,0.20623,0.89536
2015-08-11 12:00:00,2.84872,1.49655,1.79284,1.53804,0.21451,0.79988
2015-08-11 13:00:00,2.90176,1.50855,1.80367,1.70175,0.20903,0.69586
2015-08-11 14:00:00,2.7824,1.53633,1.7973,1.74153,0.20477,0.57514
2015-08-11 15:00:00,2.4875,1.56282,1.78841,1.55978,0.1983,0.50384
2015-08-11 16:00:00,2.05275,1.55795,1.75861,1.32614,0.18164,0.3443
2015-08-11 17:00:00,1.49444,1.54467,1.70305,1.07092,0.13918,0.12596
2015-08-11 18:00:00,0.87585,1.54313,1.64921,0.70153,0.08951,-0.02127
2015-08-11 19:00:00,0.26774,1.56222,1.59327,0.35113,0.0388,-0.15323
2015-08-11 20:00:00,0.00074,1.52391,1.55526,0.127,0.00833,-0.16594
2015-08-11 21:00:00,0.0,1.5044,1.54315,0.01011,0.00614,-0.055
2015-08-11 22:00:00,0.0,1.47663,1.53012,-0.01404,0.00658,-0.04603
2015-08-11 23:00:00,0.0,1.4845,1.52019,-0.00227,0.00875,-0.04216
2015-08-12 00:00:00,0.0,1.53972,1.51596,0.01798,0.0079,-0.00213
