Time,Net Shortwave Radiation Flux [MJ/m^2],Downward Longwave Radiation Flux [MJ/m^2],Upward Longwave Radiation Flux [MJ/m^2],Sensible Heat Flux [MJ/m^2],Latent Heat Flux [MJ/m^2],Ground Flux [MJ/m^2]
2015-08-11 01:00:00,0.0,1.46863,1.49222,0.01956,0.00387,-0.04703
2015-08-11 02:00:00,0.0,1.47741,1.48831,0.00892,0.00315,-0.02297
2015-08-11 03:00:00,0.0,1.47042,1.48382,0.00109,0.00186,-0.01635
2015-08-11 04:00:00,0.0,1.45887,1.47827,-0.00187,0.00165,-0.01918
2015-08-11 05:00:00,0.0,1.46346,1.47218,-0.0048,0.00022,-0.00412
2015-08-11 06:00:00,0.0124,1.46237,1.47063,-0.00505,0.00192,0.00727
2015-08-11 07:00:00,0.38147,1.47563,1.51207,0.07607,0.03673,0.23224
2015-08-11 08:00:00,1.0035,1.49412,1.57941,0.30302,0.08714,0.52805
2015-08-11 09:00:00,1.61648,1.514,1.64518,0.63378,0.13724,0.71428
2015-08-11 10:00:00,2.15839,1.51223,1.70456,0.96781,0.1827,0.81555
2015-08-11 11:00:00,2.57273,1.52072,1.75566,1.26664,0.21535,0.8558
2015-08-11 12:00:00,2.81518,1.52382,1.76611,1.65173,0.22622,0.69493
2015-08-11 13:00:00,2.89661,1.50655,1.77759,1.75469,0.22943,0.64145
2015-08-11 14:00:00,2.78717,1.50967,1.78617,1.69174,0.22598,0.59294
2015-08-11 15:00:00,2.50031,1.51607,1.76414,1.63048,0.20454,0.41722
2015-08-11 16:00:00,2.05482,1.5126,1.72802,1.42259,0.17092,0.24589
2015-08-11 17:00:00,1.49275,1.51971,1.68691,1.08507,0.13464,0.10584
2015-08-11 18:00:00,0.52534,1.60114,1.62394,0.55056,0.06958,-0.11761
2015-08-11 19:00:00,0.04948,1.6431,1.57675,0.27485,0.02204,-0.18106
2015-08-11 20:00:00,0.0001,1.58808,1.55957,0.1268,0.01062,-0.10881
2015-08-11 21:00:00,0.0,1.49141,1.53762,0.05909,0.00929,-0.11458
2015-08-11 22:00:00,0.0,1.48262,1.52529,0.0257,0.01094,-0.07932
2015-08-11 23:00:00,0.0,1.49014,1.51708,0.00748,0.00977,-0.04419
2015-08-12 00:00:00,0.0,1.51805,1.51377,0.01206,0.00901,-0.01679
