Time,Net Shortwave Radiation Flux [MJ/m^2],Downward Longwave Radiation Flux [MJ/m^2],Upward Longwave Radiation Flux [MJ/m^2],Sensible Heat Flux [MJ/m^2],Latent Heat Flux [MJ/m^2],Ground Flux [MJ/m^2]
2015-08-11 01:00:00,0.0,1.5068,1.49174,-0.00532,0.00354,0.01684
2015-08-11 02:00:00,0.0,1.55496,1.49424,-0.00127,0.00418,0.05781
2015-08-11 03:00:00,0.0,1.54694,1.49089,-0.00999,0.00802,0.05802
2015-08-11 04:00:00,0.0,1.50379,1.48079,-0.01356,0.00463,0.03194
2015-08-11 05:00:00,0.0,1.4947,1.47344,-0.00765,0.0014,0.0275
2015-08-11 06:00:00,0.01248,1.48204,1.47097,-0.01281,0.00786,0.0285
2015-08-11 07:00:00,0.37957,1.47869,1.49912,0.06601,0.06978,0.22334
2015-08-11 08:00:00,1.00157,1.49425,1.55726,0.24211,0.16299,0.53346
2015-08-11 09:00:00,1.61872,1.50853,1.62858,0.45027,0.24504,0.80335
2015-08-11 10:00:00,2.14888,1.53165,1.6862,0.75697,0.33107,0.90629
2015-08-11 11:00:00,2.5074,1.55666,1.72876,0.98921,0.42394,0.92215
2015-08-11 12:00:00,2.82386,1.54529,1.76204,1.24473,0.4688,0.89357
2015-08-11 13:00:00,2.89014,1.56229,1.77938,1.4105,0.45804,0.80451
2015-08-11 14:00:00,2.56674,1.59273,1.7602,1.40717,0.41845,0.57364
2015-08-11 15:00:00,2.35818,1.58885,1.75137,1.28803,0.39588,0.51175
2015-08-11 16:00:00,2.0436,1.55404,1.72595,1.15663,0.35586,0.3592
2015-08-11 17:00:00,1.49135,1.5473,1.68874,0.84765,0.30124,0.20102
2015-08-11 18:00:00,0.86234,1.53617,1.63974,0.51865,0.2229,0.01723
2015-08-11 19:00:00,0.26268,1.53509,1.5894,0.23546,0.11306,-0.14015
2015-08-11 20:00:00,0.00073,1.5297,1.55379,0.11462,0.04212,-0.1801
2015-08-11 21:00:00,0.0,1.55868,1.53864,0.08392,0.03756,-0.10144
2015-08-11 22:00:00,0.0,1.53284,1.52462,0.04406,0.03181,-0.06766
2015-08-11 23:00:00,0.0,1.54523,1.5165,0.01216,0.0396,-0.02303
2015-08-12 00:00:00,0.0,1.57753,1.51089,0.00542,0.0432,0.01802
