Time,Temperature [°C],Mixing Ratio [kg/kg],Vapor Pressure [hPa],Wind Speed [m/s],Wind Direction [°],u [m/s],v [m/s],Surface Pressure [hPa],Sea Level Pressure [hPa],Skin Temperature [°C],Top Soil Layler Temperature [°C],Rainfall [mm],Cloud Water [kg/m^2]
2015-08-11 00:10:00,27.10507,0.0185,29.1005,0.69256,243.59297,0.6203,0.30801,1007.7332031,1008.1335843,27.02996,27.0122,0.0,0.16321
2015-08-11 00:20:00,26.93945,0.01841,28.96186,0.62252,251.54944,0.59052,0.19702,1007.6936719,1008.0942802,25.927,26.97088,0.0,0.00215
2015-08-11 00:30:00,26.79266,0.01851,29.11497,0.64324,246.78957,0.59118,0.25351,1007.7053125,1008.1060973,25.78005,26.90493,0.0,0.00059
2015-08-11 00:40:00,26.75207,0.01877,29.51159,0.79307,237.58633,0.66951,0.42511,1007.6929688,1008.0937401,26.31942,26.84139,0.0,0.00975
2015-08-11 00:50:00,26.61349,0.01884,29.61744,0.92579,235.74793,0.76523,0.52106,1007.6600781,1008.0610047,25.65151,26.80218,0.0,6e-05
2015-08-11 01:00:00,26.4974,0.01898,29.83105,1.01649,229.45116,0.77239,0.66082,1007.6613281,1008.0623767,25.56719,26.7362,0.0,2e-05
2015-08-11 01:10:00,26.35638,0.01908,29.98388,1.12725,225.5513,0.80472,0.78938,1007.6729688,1008.0741867,25.53585,26.67019,0.0,1e-05
2015-08-11 01:20:00,26.25253,0.01913,30.0593,1.24604,222.27532,0.8382,0.92197,1007.6459375,1008.0472717,25.45583,26.60421,0.0,1e-05
2015-08-11 01:30:00,26.16393,0.01913,30.05918,1.25857,218.90749,0.79046,0.97937,1007.6417969,1008.0432483,25.40222,26.54098,0.0,1e-05
2015-08-11 01:40:00,26.06371,0.0191,30.0128,1.29716,218.92026,0.81492,1.00921,1007.6203125,1008.0218971,25.35543,26.47909,0.0,1e-05
2015-08-11 01:50:00,25.95925,0.01903,29.90522,1.36091,225.03985,0.96298,0.96164,1007.5916406,1007.993371,25.28338,26.4172,0.0,1e-05
2015-08-11 02:00:00,25.84765,0.01891,29.72049,1.43137,233.62266,1.15244,0.84895,1007.5334375,1007.9353238,25.22735,26.35534,0.0,1e-05
2015-08-11 02:10:00,25.802,0.01878,29.52162,1.56637,240.93758,1.36915,0.76089,1007.5152344,1007.9172063,25.24862,26.29684,0.0,1e-05
2015-08-11 02:20:00,25.74905,0.01866,29.33742,1.71044,240.97255,1.49559,0.82996,1007.4789844,1007.8810422,25.20028,26.23907,0.0,1e-05
2015-08-11 02:30:00,25.68209,0.01855,29.16826,1.68224,236.21,1.39807,0.93558,1007.4367969,1007.8389546,25.11035,26.18521,0.0,1e-05
2015-08-11 02:40:00,25.61822,0.01847,29.04524,1.55743,232.06039,1.22828,0.95755,1007.4071875,1007.8094388,24.98986,26.13156,0.0,1e-05
2015-08-11 02:50:00,25.62451,0.01841,28.9525,1.42946,230.52101,1.10334,0.90884,1007.3689844,1007.7712265,24.86773,26.07791,0.0,1e-05
2015-08-11 03:00:00,25.66125,0.01833,28.82983,1.2624,229.01553,0.95297,0.82795,1007.3527344,1007.75494,24.73339,26.027,0.0,1e-05
2015-08-11 03:10:00,25.65524,0.01824,28.69231,1.10736,227.65475,0.81845,0.74592,1007.3527344,1007.7549699,24.63769,25.97643,0.0,0.0
2015-08-11 03:20:00,25.60302,0.01818,28.60098,0.96539,218.89334,0.60614,0.75138,1007.3660156,1007.7683413,24.56124,25.92584,0.0,0.0
2015-08-11 03:30:00,25.54495,0.01818,28.60118,0.82557,203.46063,0.32867,0.75732,1007.3729688,1007.7753755,24.49105,25.87527,0.0,0.0
2015-08-11 03:40:00,25.39419,0.0183,28.78526,0.83538,163.52966,-0.23685,0.80111,1007.3972656,1007.7998561,24.4569,25.82467,0.0,0.0
2015-08-11 03:50:00,25.17635,0.01848,29.061,1.26473,131.22502,-0.95124,0.83348,1007.4245312,1007.8273829,24.57934,25.77651,0.0,0.0
2015-08-11 04:00:00,25.14395,0.01856,29.18253,1.5012,126.47714,-1.20711,0.89247,1007.4026562,1007.8055235,24.58691,25.73,0.0,0.0
2015-08-11 04:10:00,25.12081,0.01848,29.06044,1.59431,133.27297,-1.16081,1.09286,1007.405,1007.807919,24.54766,25.68353,0.0,0.0
2015-08-11 04:20:00,25.05889,0.01828,28.75618,1.59057,143.28078,-0.95099,1.27496,1007.4495312,1007.8526003,24.449,25.63705,0.0,0.0
2015-08-11 04:30:00,25.03561,0.01804,28.39135,1.52258,149.05505,-0.78293,1.30586,1007.5232031,1007.9263915,24.34023,25.5906,0.0,0.0
2015-08-11 04:40:00,25.04159,0.01781,28.043,1.46622,150.00042,-0.7331,1.26979,1007.6507031,1008.0539904,24.22656,25.54409,0.0,0.0
2015-08-11 04:50:00,25.02966,0.0176,27.72444,1.38643,148.41628,-0.72614,1.18107,1007.7597656,1008.1631639,24.14083,25.49804,0.0,0.0
2015-08-11 05:00:00,24.95849,0.01735,27.3454,1.38895,144.60542,-0.80448,1.13225,1007.9103906,1008.3140064,24.11785,25.45568,0.0,0.0
2015-08-11 05:10:00,24.89416,0.01702,26.84379,1.49326,142.64245,-0.90609,1.18694,1008.0850781,1008.4889315,24.08425,25.41332,0.0,0.0
2015-08-11 05:20:00,24.8374,0.01659,26.1875,1.59971,144.35143,-0.93233,1.29994,1008.2501562,1008.6542576,24.04138,25.37094,0.0,0.0
2015-08-11 05:30:00,24.82128,0.01615,25.51367,1.8049,143.99105,-1.06112,1.46003,1008.3740625,1008.7783429,24.03109,25.3301,0.0,0.0
2015-08-11 05:40:00,24.78597,0.01572,24.85298,2.08513,140.48107,-1.32684,1.6085,1008.4505469,1008.8550109,24.02227,25.29183,0.0,0.0
2015-08-11 05:50:00,24.8038,0.0154,24.36046,2.20937,136.22074,-1.52863,1.59519,1008.4988281,1008.9033655,24.13534,25.25607,0.0,0.0
