Time,Net Shortwave Radiation Flux [MJ/m^2],Downward Longwave Radiation Flux [MJ/m^2],Upward Longwave Radiation Flux [MJ/m^2],Sensible Heat Flux [MJ/m^2],Latent Heat Flux [MJ/m^2],Ground Flux [MJ/m^2]
2015-08-11 01:00:00,0.0,1.5088,1.47076,-0.00306,0.00018,0.04092
2015-08-11 02:00:00,0.0,1.43006,1.45498,-0.00811,-0.00788,-0.00893
2015-08-11 03:00:00,0.0,1.42556,1.44846,-0.01324,-0.00824,-0.00142
2015-08-11 04:00:00,0.0,1.42489,1.43867,-0.00668,-0.00651,-0.0006
2015-08-11 05:00:00,0.0,1.41798,1.43441,-0.01213,-0.0094,0.00509
2015-08-11 06:00:00,0.01277,1.41402,1.42974,-0.02481,0.00298,0.01889
2015-08-11 07:00:00,0.38575,1.4194,1.464,0.03776,0.05447,0.24891
2015-08-11 08:00:00,1.01595,1.40861,1.5223,0.22239,0.13413,0.54574
2015-08-11 09:00:00,1.63404,1.42573,1.59463,0.41004,0.22742,0.82768
2015-08-11 10:00:00,2.17699,1.45081,1.6727,0.59059,0.31938,1.04513
2015-08-11 11:00:00,2.58847,1.47037,1.72674,0.86902,0.39601,1.06706
2015-08-11 12:00:00,2.83942,1.47872,1.75773,1.15796,0.4232,0.97924
2015-08-11 13:00:00,2.90824,1.50184,1.77188,1.36893,0.41809,0.85118
2015-08-11 14:00:00,2.79185,1.5149,1.76547,1.45076,0.39825,0.69227
2015-08-11 15:00:00,2.508,1.50874,1.744,1.38625,0.36096,0.52552
2015-08-11 16:00:00,2.06553,1.49102,1.71982,1.07848,0.34473,0.41351
2015-08-11 17:00:00,1.50752,1.47879,1.67781,0.80405,0.28201,0.22244
2015-08-11 18:00:00,0.88244,1.47762,1.62923,0.48642,0.19412,0.0503
2015-08-11 19:00:00,0.26853,1.48143,1.57262,0.1964,0.10991,-0.12897
2015-08-11 20:00:00,0.00075,1.56592,1.54512,0.08227,0.04423,-0.10495
2015-08-11 21:00:00,0.0,1.58107,1.53084,0.04705,0.0323,-0.02912
2015-08-11 22:00:00,0.0,1.58037,1.51944,0.01257,0.03445,0.01391
2015-08-11 23:00:00,0.0,1.57318,1.51042,-0.00071,0.01223,0.05124
2015-08-12 00:00:00,0.0,1.57312,1.5031,-0.00266,0.01073,0.06195
