Time,Net Shortwave Radiation Flux [MJ/m^2],Downward Longwave Radiation Flux [MJ/m^2],Upward Longwave Radiation Flux [MJ/m^2],Sensible Heat Flux [MJ/m^2],Latent Heat Flux [MJ/m^2],Ground Flux [MJ/m^2]
2015-08-11 01:00:00,0.0,1.40732,1.45299,-0.00846,0.00233,-0.03954
2015-08-11 02:00:00,0.0,1.4738,1.45454,-0.00377,0.00263,0.0204
2015-08-11 03:00:00,0.0,1.45438,1.44658,-0.00466,0.00166,0.01081
2015-08-11 04:00:00,0.0,1.40528,1.43463,-0.00899,0.00063,-0.02099
2015-08-11 05:00:00,0.0,1.38906,1.42706,-0.01183,-0.00042,-0.02575
2015-08-11 06:00:00,0.01325,1.39018,1.4233,-0.01296,0.00084,-0.00775
2015-08-11 07:00:00,0.38845,1.4212,1.46483,0.02059,0.06504,0.25919
2015-08-11 08:00:00,1.02376,1.43358,1.53142,0.17554,0.15591,0.59447
2015-08-11 09:00:00,1.64719,1.41676,1.60452,0.37162,0.23795,0.84985
2015-08-11 10:00:00,2.19773,1.41842,1.6671,0.63011,0.34414,0.97481
2015-08-11 11:00:00,2.60945,1.43102,1.70965,0.9562,0.41477,0.95985
2015-08-11 12:00:00,2.85749,1.45848,1.74415,1.17406,0.46538,0.93237
2015-08-11 13:00:00,2.91512,1.5003,1.76008,1.38693,0.44639,0.82202
2015-08-11 14:00:00,2.79184,1.52945,1.75047,1.51297,0.4092,0.64864
2015-08-11 15:00:00,2.50425,1.52876,1.73592,1.40111,0.37554,0.52043
2015-08-11 16:00:00,2.05945,1.51055,1.70277,1.21171,0.31927,0.33626
2015-08-11 17:00:00,1.49609,1.51117,1.66303,0.90253,0.25851,0.18319
2015-08-11 18:00:00,0.87482,1.49583,1.61535,0.56766,0.17336,0.01428
2015-08-11 19:00:00,0.26709,1.48921,1.56208,0.25276,0.08926,-0.1478
2015-08-11 20:00:00,0.00072,1.47672,1.52892,0.07129,0.03315,-0.15592
2015-08-11 21:00:00,0.0,1.47402,1.51313,0.02101,0.02712,-0.08724
2015-08-11 22:00:00,0.0,1.46358,1.49709,-0.00327,0.0095,-0.03974
2015-08-11 23:00:00,0.0,1.44049,1.48032,-0.00323,0.00168,-0.03827
2015-08-12 00:00:00,0.0,1.43496,1.46981,-0.00327,0.00081,-0.03239
