Time,Net Shortwave Radiation Flux [MJ/m^2],Downward Longwave Radiation Flux [MJ/m^2],Upward Longwave Radiation Flux [MJ/m^2],Sensible Heat Flux [MJ/m^2],Latent Heat Flux [MJ/m^2],Ground Flux [MJ/m^2]
2015-08-11 01:00:00,0.0,1.42689,1.43748,-0.01,0.00305,-0.00363
2015-08-11 02:00:00,0.0,1.39004,1.42366,-0.01105,0.00176,-0.02433
2015-08-11 03:00:00,0.0,1.38963,1.41609,-0.01231,0.00166,-0.01581
2015-08-11 04:00:00,0.0,1.38686,1.40856,-0.00993,0.0004,-0.01217
2015-08-11 05:00:00,0.0,1.37897,1.40222,-0.01428,0.00075,-0.00972
2015-08-11 06:00:00,0.01301,1.39374,1.40086,-0.01598,0.00251,0.01936
2015-08-11 07:00:00,0.38474,1.40006,1.44512,-0.00525,0.04961,0.29532
2015-08-11 08:00:00,1.01186,1.41084,1.51362,0.12055,0.14916,0.63936
2015-08-11 09:00:00,1.63523,1.42636,1.58747,0.36562,0.22518,0.88332
2015-08-11 10:00:00,2.18163,1.48166,1.66448,0.59723,0.31809,1.08349
2015-08-11 11:00:00,2.5997,1.54057,1.73634,0.82093,0.38804,1.19496
2015-08-11 12:00:00,2.84701,1.47869,1.75395,1.17493,0.41561,0.98121
2015-08-11 13:00:00,2.91894,1.49587,1.76828,1.33274,0.42301,0.89078
2015-08-11 14:00:00,2.806,1.50645,1.77108,1.33616,0.42525,0.77996
2015-08-11 15:00:00,2.52027,1.47058,1.74445,1.31787,0.37575,0.55279
2015-08-11 16:00:00,2.06243,1.50996,1.71791,1.10662,0.32724,0.42063
2015-08-11 17:00:00,1.49061,1.53578,1.67925,0.86609,0.23279,0.24826
2015-08-11 18:00:00,0.87075,1.51449,1.62735,0.52149,0.16543,0.07096
2015-08-11 19:00:00,0.26419,1.51792,1.57265,0.22297,0.08067,-0.09417
2015-08-11 20:00:00,0.00073,1.55516,1.54177,0.072,0.0266,-0.08449
2015-08-11 21:00:00,0.0,1.6107,1.53065,0.03172,0.03201,0.01632
2015-08-11 22:00:00,0.0,1.58504,1.51683,0.00212,0.02796,0.03813
2015-08-11 23:00:00,0.0,1.5863,1.50805,-0.00312,0.02425,0.05712
2015-08-12 00:00:00,0.0,1.60338,1.50199,0.00014,0.02263,0.07861
