Time,Temperature [°C],Mixing Ratio [kg/kg],Vapor Pressure [hPa],Wind Speed [m/s],Wind Direction [°],u [m/s],v [m/s],Surface Pressure [hPa],Sea Level Pressure [hPa],Skin Temperature [°C],Top Soil Layer Temperature [°C],Rainfall [mm],Cloud Water [kg/m^2]
2015-09-11 00:10:00,21.03231,0.01379,21.83975,6.30337,336.2794,2.5357,-5.77085,1007.156875,1009.3593469,21.72833,22.85443,0.00798,0.49064
2015-09-11 00:20:00,21.19253,0.01389,21.99527,6.53748,338.31703,2.41541,-6.0749,1007.1842188,1009.3854169,21.78362,22.82852,0.0027,0.10297
2015-09-11 00:30:00,21.08825,0.01393,22.05693,6.15073,341.04341,1.99807,-5.81714,1007.1711719,1009.3730691,21.76217,22.80996,0.0272,0.71578
2015-09-11 00:40:00,21.25594,0.01401,22.17985,5.61581,341.50529,1.78143,-5.32577,1007.1271875,1009.3276265,21.84756,22.79431,0.01311,0.07939
2015-09-11 00:50:00,21.36474,0.01358,21.51303,5.67821,342.84609,1.67473,-5.42562,1007.0984375,1009.2985727,21.80581,22.78149,0.00458,0.10223
2015-09-11 01:00:00,21.39803,0.01373,21.7438,5.4218,339.5829,1.8914,-5.08119,1007.0186719,1009.2181841,21.84228,22.77017,0.01431,0.00015
2015-09-11 01:10:00,21.23791,0.01352,21.41787,6.11999,329.45335,3.11042,-5.27063,1006.9982031,1009.1991482,21.60253,22.71548,0.0,0.02736
2015-09-11 01:20:00,21.25555,0.01366,21.63603,5.63602,325.53905,3.18911,-4.64697,1007.0515625,1009.2523056,21.79183,22.70712,0.0,0.0257
2015-09-11 01:30:00,20.96938,0.01392,22.039,5.68072,315.92048,3.95183,-4.08089,1007.0595312,1009.2620885,21.67153,22.6914,0.00557,0.32569
2015-09-11 01:40:00,21.10256,0.0141,22.3202,5.04291,329.93606,2.52633,-4.36447,1007.1736719,1009.3752408,21.566,22.67382,0.00034,0.00214
2015-09-11 01:50:00,21.4541,0.01348,21.35591,5.20691,338.0023,1.95035,-4.82785,1007.00125,1009.2006381,21.81295,22.6528,0.0,0.06675
2015-09-11 02:00:00,21.48382,0.01361,21.55403,5.19133,347.76522,1.10014,-5.07342,1006.8410938,1009.0397369,21.88644,22.65795,0.00889,1.06856
2015-09-11 02:10:00,20.94546,0.014,22.16011,4.84626,347.66751,1.03509,-4.73443,1006.9338281,1009.1361831,21.63415,22.64337,0.62006,0.36069
2015-09-11 02:20:00,20.90756,0.01363,21.58346,5.51763,355.52806,0.43021,-5.50083,1006.7682812,1008.9710518,21.54009,22.62487,0.03406,0.37702
