Time,Net Shortwave Radiation Flux [MJ/m^2],Downward Longwave Radiation Flux [MJ/m^2],Upward Longwave Radiation Flux [MJ/m^2],Sensible Heat Flux [MJ/m^2],Latent Heat Flux [MJ/m^2],Ground Flux [MJ/m^2]
2015-09-11 01:00:00,0.0,1.21705,1.33314,0.00038,0.00091,-0.11737
2015-09-11 02:00:00,0.0,1.21237,1.3277,-0.00178,0.00023,-0.11378
2015-09-11 03:00:00,0.0,1.20698,1.32229,8e-05,-4e-05,-0.11535
2015-09-11 04:00:00,0.0,1.19895,1.31744,-0.00057,-0.0,-0.11792
2015-09-11 05:00:00,0.0,1.19986,1.31288,-0.00065,-0.00011,-0.11226
2015-09-11 06:00:00,0.0,1.20472,1.31005,-0.00293,6e-05,-0.10246
2015-09-11 07:00:00,0.21269,1.20866,1.32561,0.02219,0.00216,0.07138
2015-09-11 08:00:00,0.85994,1.22465,1.38769,0.16631,0.00795,0.52263
2015-09-11 09:00:00,1.5223,1.24263,1.46099,0.4395,0.01422,0.85022
2015-09-11 10:00:00,2.09445,1.25923,1.53038,0.78046,0.02206,1.02078
2015-09-11 11:00:00,2.52126,1.27388,1.58487,1.13454,0.02792,1.04781
2015-09-11 12:00:00,2.77287,1.27803,1.62374,1.40139,0.03112,0.99465
2015-09-11 13:00:00,2.82098,1.29112,1.64537,1.5501,0.03167,0.88495
2015-09-11 14:00:00,2.67328,1.28372,1.64652,1.56349,0.03194,0.71504
2015-09-11 15:00:00,2.33115,1.28479,1.63216,1.4281,0.02891,0.52677
2015-09-11 16:00:00,1.82305,1.29345,1.59953,1.1898,0.02317,0.30401
2015-09-11 17:00:00,1.19726,1.29607,1.55494,0.84479,0.01679,0.07681
2015-09-11 18:00:00,0.52189,1.28597,1.49567,0.48778,0.01086,-0.18645
2015-09-11 19:00:00,0.03683,1.28479,1.44159,0.20014,0.00516,-0.32527
2015-09-11 20:00:00,0.0,1.28874,1.41853,0.09155,0.00328,-0.22462
2015-09-11 21:00:00,0.0,1.2818,1.40335,0.03315,0.00217,-0.15688
2015-09-11 22:00:00,0.0,1.27524,1.3918,0.00314,0.00097,-0.12067
2015-09-11 23:00:00,0.0,1.26509,1.38029,-0.00011,0.00019,-0.11528
2015-09-12 00:00:00,0.0,1.26214,1.37131,-0.00065,0.00069,-0.1092
