Time,Net Shortwave Radiation Flux [MJ/m^2],Downward Longwave Radiation Flux [MJ/m^2],Upward Longwave Radiation Flux [MJ/m^2],Sensible Heat Flux [MJ/m^2],Latent Heat Flux [MJ/m^2],Ground Flux [MJ/m^2]
2015-09-11 01:00:00,0.0,1.39705,1.37313,0.01986,0.01082,-0.00676
2015-09-11 02:00:00,0.0,1.35007,1.36688,0.00683,0.01104,-0.03468
2015-09-11 03:00:00,0.0,1.37033,1.36469,0.00526,0.0089,-0.00852
2015-09-11 04:00:00,0.0,1.3663,1.36032,0.00895,0.00686,-0.00983
2015-09-11 05:00:00,0.0,1.48524,1.36348,0.0513,0.00833,0.06213
2015-09-11 06:00:00,0.0,1.49172,1.36341,0.0516,0.00728,0.06943
2015-09-11 07:00:00,0.05724,1.48898,1.37217,0.01636,0.01242,0.14526
2015-09-11 08:00:00,0.63924,1.40823,1.4099,0.16299,0.03921,0.43538
2015-09-11 09:00:00,1.11891,1.43172,1.45105,0.4085,0.06272,0.62836
2015-09-11 10:00:00,1.64438,1.41794,1.49539,0.69868,0.08825,0.77999
2015-09-11 11:00:00,2.18981,1.37766,1.54371,1.01855,0.11999,0.88522
2015-09-11 12:00:00,1.27664,1.47171,1.50948,0.80633,0.08919,0.34334
2015-09-11 13:00:00,1.95806,1.48289,1.54949,1.07233,0.11718,0.70196
2015-09-11 14:00:00,2.62261,1.34757,1.59262,1.37512,0.14041,0.86204
2015-09-11 15:00:00,2.30436,1.33514,1.58432,1.32781,0.12962,0.59774
2015-09-11 16:00:00,1.77509,1.33545,1.55749,1.12294,0.1082,0.32191
2015-09-11 17:00:00,1.18887,1.32869,1.51979,0.82622,0.08239,0.08916
2015-09-11 18:00:00,0.498,1.34628,1.47034,0.47874,0.05441,-0.1592
2015-09-11 19:00:00,0.02409,1.36134,1.42652,0.21513,0.0288,-0.28501
2015-09-11 20:00:00,0.0,1.34946,1.40798,0.11741,0.02163,-0.19757
2015-09-11 21:00:00,0.0,1.33908,1.39418,0.06805,0.01729,-0.14044
2015-09-11 22:00:00,0.0,1.36608,1.38838,0.03472,0.01305,-0.07008
2015-09-11 23:00:00,0.0,1.35464,1.38149,0.01935,0.00798,-0.05418
2015-09-12 00:00:00,0.0,1.33265,1.37213,0.02385,0.00726,-0.07058
