Time,Net Shortwave Radiation Flux [MJ/m^2],Downward Longwave Radiation Flux [MJ/m^2],Upward Longwave Radiation Flux [MJ/m^2],Sensible Heat Flux [MJ/m^2],Latent Heat Flux [MJ/m^2],Ground Flux [MJ/m^2]
2015-09-11 01:00:00,0.0,1.50663,1.37276,-0.02277,0.0196,0.13704
2015-09-11 02:00:00,0.0,1.38962,1.36871,-0.08159,0.02807,0.07444
2015-09-11 03:00:00,0.0,1.2917,1.35958,-0.09565,0.02135,0.00642
2015-09-11 04:00:00,0.0,1.28647,1.35424,-0.08594,0.01959,-0.00143
2015-09-11 05:00:00,0.0,1.34563,1.35316,-0.06695,0.01893,0.04048
2015-09-11 06:00:00,0.0,1.449,1.35919,-0.04319,0.02,0.113
2015-09-11 07:00:00,0.0756,1.43587,1.36209,-0.01272,0.02296,0.13914
2015-09-11 08:00:00,0.66647,1.35223,1.39692,0.17017,0.03341,0.4182
2015-09-11 09:00:00,0.95656,1.47288,1.43693,0.31345,0.0596,0.61946
2015-09-11 10:00:00,1.929,1.34488,1.5033,0.73733,0.09749,0.93575
2015-09-11 11:00:00,2.40114,1.33821,1.55088,1.0711,0.11577,1.0016
2015-09-11 12:00:00,2.65183,1.33745,1.58935,1.28372,0.12732,0.98888
2015-09-11 13:00:00,2.75161,1.31035,1.60907,1.43026,0.13718,0.88545
2015-09-11 14:00:00,2.65845,1.28953,1.61176,1.48201,0.13497,0.71924
2015-09-11 15:00:00,2.33788,1.26636,1.596,1.37947,0.12209,0.50669
2015-09-11 16:00:00,1.83332,1.25371,1.56738,1.11845,0.10613,0.29508
2015-09-11 17:00:00,1.20231,1.26331,1.52733,0.7778,0.08615,0.07434
2015-09-11 18:00:00,0.52166,1.27814,1.47634,0.42867,0.05531,-0.16052
2015-09-11 19:00:00,0.03672,1.28049,1.4284,0.15894,0.03247,-0.3026
2015-09-11 20:00:00,0.0,1.27562,1.40571,0.07839,0.02333,-0.23181
2015-09-11 21:00:00,0.0,1.26905,1.38878,0.04644,0.01757,-0.18375
2015-09-11 22:00:00,0.0,1.27693,1.37688,0.02822,0.01327,-0.14144
2015-09-11 23:00:00,0.0,1.26805,1.36599,0.01816,0.01068,-0.12678
2015-09-12 00:00:00,0.0,1.27218,1.35695,0.01442,0.01394,-0.11313
