Time,Net Shortwave Radiation Flux [MJ/m^2],Downward Longwave Radiation Flux [MJ/m^2],Upward Longwave Radiation Flux [MJ/m^2],Sensible Heat Flux [MJ/m^2],Latent Heat Flux [MJ/m^2],Ground Flux [MJ/m^2]
2015-09-11 01:00:00,0.0,1.42737,1.3656,0.02001,0.00575,0.036
2015-09-11 02:00:00,0.0,1.48246,1.36563,0.04429,0.00673,0.06581
2015-09-11 03:00:00,0.0,1.42797,1.36229,0.01736,0.00607,0.04226
2015-09-11 04:00:00,0.0,1.33199,1.35381,-0.00937,0.00564,-0.01808
2015-09-11 05:00:00,0.0,1.32679,1.3486,-0.00583,0.00306,-0.01904
2015-09-11 06:00:00,0.0,1.26479,1.33945,-0.01982,0.00539,-0.06022
2015-09-11 07:00:00,0.18462,1.2857,1.35135,0.00314,0.01243,0.1034
2015-09-11 08:00:00,0.4454,1.45698,1.38327,0.12761,0.03016,0.36134
2015-09-11 09:00:00,1.28855,1.37625,1.44362,0.46599,0.05593,0.69926
2015-09-11 10:00:00,1.69338,1.39023,1.48896,0.74785,0.07164,0.77516
2015-09-11 11:00:00,2.40478,1.33178,1.54443,1.14327,0.096,0.95286
2015-09-11 12:00:00,2.72058,1.31574,1.58358,1.40737,0.1056,0.93976
2015-09-11 13:00:00,2.71087,1.31509,1.60086,1.50926,0.10761,0.80823
2015-09-11 14:00:00,2.66088,1.28523,1.60728,1.55488,0.10469,0.67927
2015-09-11 15:00:00,2.3184,1.29022,1.59685,1.40505,0.09463,0.51209
2015-09-11 16:00:00,1.81325,1.29351,1.57017,1.16145,0.07643,0.2987
2015-09-11 17:00:00,1.15501,1.3089,1.52515,0.84155,0.05895,0.03826
2015-09-11 18:00:00,0.52017,1.26943,1.47282,0.46572,0.04312,-0.19206
2015-09-11 19:00:00,0.03672,1.26292,1.42505,0.1646,0.02644,-0.31645
2015-09-11 20:00:00,0.0,1.27238,1.40567,0.06228,0.01996,-0.21552
2015-09-11 21:00:00,0.0,1.27739,1.39001,0.04294,0.01543,-0.17099
2015-09-11 22:00:00,0.0,1.2769,1.3796,0.01763,0.00941,-0.12975
2015-09-11 23:00:00,0.0,1.2641,1.36999,0.00235,0.00681,-0.11506
2015-09-12 00:00:00,0.0,1.26767,1.36175,0.00349,0.0107,-0.10827
