Time,Net Shortwave Radiation Flux [MJ/m^2],Downward Longwave Radiation Flux [MJ/m^2],Upward Longwave Radiation Flux [MJ/m^2],Sensible Heat Flux [MJ/m^2],Latent Heat Flux [MJ/m^2],Ground Flux [MJ/m^2]
2015-09-11 01:00:00,0.0,1.35572,1.37753,-0.08642,0.02995,0.03466
2015-09-11 02:00:00,0.0,1.31113,1.37109,-0.09239,0.0275,0.00493
2015-09-11 03:00:00,0.0,1.29186,1.3653,-0.09261,0.02687,-0.00771
2015-09-11 04:00:00,0.0,1.27646,1.35959,-0.08642,0.02315,-0.01987
2015-09-11 05:00:00,0.0,1.26577,1.35485,-0.0879,0.021,-0.02219
2015-09-11 06:00:00,0.0,1.26529,1.35079,-0.08155,0.01762,-0.02156
2015-09-11 07:00:00,0.21094,1.27287,1.3645,-0.048,0.02473,0.14258
2015-09-11 08:00:00,0.85491,1.28321,1.41548,0.13711,0.06158,0.52396
2015-09-11 09:00:00,1.51575,1.28659,1.46842,0.48034,0.09606,0.75751
2015-09-11 10:00:00,2.08842,1.28744,1.51904,0.84074,0.12343,0.89265
2015-09-11 11:00:00,2.51253,1.29784,1.56355,1.15706,0.14029,0.94947
2015-09-11 12:00:00,2.74099,1.3244,1.59604,1.40051,0.14499,0.92383
2015-09-11 13:00:00,2.81536,1.29495,1.61484,1.50301,0.15542,0.83705
2015-09-11 14:00:00,2.66362,1.29905,1.61726,1.49912,0.15514,0.69115
2015-09-11 15:00:00,2.31022,1.32154,1.60635,1.37205,0.1301,0.52325
2015-09-11 16:00:00,1.78514,1.32705,1.57193,1.17588,0.10602,0.25837
2015-09-11 17:00:00,1.14785,1.32956,1.53031,0.82829,0.08029,0.03851
2015-09-11 18:00:00,0.5207,1.29503,1.48071,0.45522,0.05694,-0.17715
2015-09-11 19:00:00,0.03684,1.27635,1.42974,0.19613,0.03413,-0.34681
2015-09-11 20:00:00,0.0,1.26803,1.4048,0.12155,0.02285,-0.28116
2015-09-11 21:00:00,0.0,1.27366,1.38975,0.07389,0.01583,-0.20581
2015-09-11 22:00:00,0.0,1.27782,1.37792,0.04925,0.01225,-0.1616
2015-09-11 23:00:00,0.0,1.28143,1.37011,0.02308,0.0095,-0.12126
2015-09-12 00:00:00,0.0,1.29978,1.36464,0.01303,0.00974,-0.08763
