Time,Temperature [°C],Mixing Ratio [kg/kg],Vapor Pressure [hPa],Wind Speed [m/s],Wind Direction [°],u [m/s],v [m/s],Surface Pressure [hPa],Sea Level Pressure [hPa],Skin Temperature [°C],Top Soil Layer Temperature [°C],Rainfall [mm],Cloud Water [kg/m^2]
2015-08-23 00:10:00,26.56848,0.01811,28.37176,1.11157,111.63462,-1.03326,0.40982,1003.0446875,1005.1919889,26.94335,28.28906,0.0,0.0
2015-08-23 00:20:00,26.52844,0.01805,28.28077,1.34604,105.28646,-1.29841,0.35488,1003.0575,1005.2051938,26.88329,28.22457,0.0,0.0
2015-08-23 00:30:00,26.48525,0.01799,28.18927,1.462,104.3947,-1.4161,0.36345,1003.0527344,1005.2008058,26.82665,28.16165,0.0,0.0
2015-08-23 00:40:00,26.45547,0.01795,28.12844,1.44155,107.69166,-1.37337,0.43808,1003.0559375,1005.2042814,26.77535,28.10287,0.0,0.0
2015-08-23 00:50:00,26.40594,0.01787,28.00673,1.47483,116.9791,-1.31433,0.66908,1003.0613281,1005.210143,26.71597,28.04406,0.0,0.0
2015-08-23 01:00:00,26.29019,0.01776,27.83966,1.67623,125.90593,-1.35771,0.98303,1003.0810156,1005.2308471,26.62982,27.98528,0.0,0.0
2015-08-23 01:10:00,25.96514,0.01767,27.70303,2.20997,128.4102,-1.73169,1.37302,1003.1013281,1005.253659,26.45413,27.91921,0.0,0.0
2015-08-23 01:20:00,25.73382,0.01786,27.99335,2.73886,126.34962,-2.20592,1.62335,1003.1283594,1005.2821687,26.31991,27.84561,0.0,0.0
2015-08-23 01:30:00,25.61901,0.01786,27.99421,2.79651,128.125,-2.19992,1.72651,1003.1592969,1005.3140012,26.23504,27.76971,0.0,0.0
2015-08-23 01:40:00,25.53121,0.01781,27.91835,2.69077,127.37533,-2.13829,1.63339,1003.1710938,1005.3265226,26.15792,27.69381,0.0,0.0
2015-08-23 01:50:00,25.44915,0.01774,27.81099,2.56754,124.84326,-2.10723,1.46692,1003.146875,1005.3029359,26.08096,27.61889,0.0,0.0
2015-08-23 02:00:00,25.37835,0.01765,27.67322,2.43931,123.96266,-2.02317,1.36273,1003.1263281,1005.282974,26.00909,27.5487,0.0,0.0
2015-08-23 02:10:00,25.30197,0.01757,27.55139,2.39749,121.03639,-2.05427,1.2361,1003.1321094,1005.2894246,25.93163,27.47851,0.0,0.0
2015-08-23 02:20:00,25.23763,0.01753,27.49049,2.38331,118.50269,-2.09444,1.13732,1003.1361719,1005.2940136,25.85873,27.40832,0.0,0.0
