Time,Net Shortwave Radiation Flux [MJ/m^2],Downward Longwave Radiation Flux [MJ/m^2],Upward Longwave Radiation Flux [MJ/m^2],Sensible Heat Flux [MJ/m^2],Latent Heat Flux [MJ/m^2],Ground Flux [MJ/m^2]
2015-08-23 01:00:00,0.0,1.41439,1.42279,-0.00206,0.00264,-0.00897
2015-08-23 02:00:00,0.0,1.40782,1.41529,-0.00056,0.00056,-0.00747
2015-08-23 03:00:00,0.0,1.39709,1.4086,-0.00328,0.00179,-0.01001
2015-08-23 04:00:00,0.0,1.38405,1.40175,-0.00388,0.003,-0.01681
2015-08-23 05:00:00,0.0,1.43211,1.40052,0.00092,0.00241,0.02826
2015-08-23 06:00:00,0.00187,1.46033,1.39967,0.00064,0.00376,0.05814
2015-08-23 07:00:00,0.15349,1.52261,1.41338,0.0437,0.01667,0.20234
2015-08-23 08:00:00,0.85939,1.46152,1.46662,0.22203,0.03755,0.59471
2015-08-23 09:00:00,1.24897,1.49103,1.5189,0.37348,0.05613,0.79149
2015-08-23 10:00:00,2.1897,1.41444,1.60145,0.73731,0.09648,1.1689
2015-08-23 11:00:00,2.62686,1.4292,1.66623,1.00083,0.12611,1.26289
2015-08-23 12:00:00,2.72957,1.47852,1.69652,1.24809,0.14448,1.11901
2015-08-23 13:00:00,2.95891,1.43529,1.72925,1.4254,0.157,1.08255
2015-08-23 14:00:00,2.83181,1.44247,1.73354,1.49413,0.15475,0.89186
2015-08-23 15:00:00,2.51026,1.45626,1.71369,1.47,0.14393,0.6389
2015-08-23 16:00:00,2.02197,1.47703,1.68119,1.2808,0.12249,0.41451
2015-08-23 17:00:00,1.43309,1.4624,1.63611,0.99033,0.09414,0.1749
2015-08-23 18:00:00,0.77449,1.45546,1.58102,0.64905,0.06451,-0.06463
2015-08-23 19:00:00,0.16606,1.4475,1.52304,0.31349,0.0396,-0.26256
2015-08-23 20:00:00,0.0,1.4342,1.48923,0.15151,0.02709,-0.23362
2015-08-23 21:00:00,0.0,1.41515,1.46845,0.09588,0.01931,-0.16849
2015-08-23 22:00:00,0.0,1.47946,1.46201,0.04484,0.01314,-0.04053
2015-08-23 23:00:00,0.0,1.51801,1.4587,0.01883,0.01024,0.03024
2015-08-24 00:00:00,0.0,1.51427,1.45149,0.02248,0.01129,0.02901
