Time,Temperature [°C],Mixing Ratio [kg/kg],Vapor Pressure [hPa],Wind Speed [m/s],Wind Direction [°],u [m/s],v [m/s],Surface Pressure [hPa],Sea Level Pressure [hPa],Skin Temperature [°C],Top Soil Layer Temperature [°C],Rainfall [mm],Cloud Water [kg/m^2]
2015-08-23 00:10:00,26.58901,0.01715,26.90102,1.51382,6.06066,-0.15983,-1.50536,1002.7791406,1004.9269717,27.0429,28.44341,0.0,0.0
2015-08-23 00:20:00,26.45651,0.01712,26.85619,1.60822,13.86661,-0.38543,-1.56135,1002.8154688,1004.9643676,26.95867,28.38461,0.0,0.0
2015-08-23 00:30:00,26.35522,0.01708,26.79607,1.51417,22.874,-0.58857,-1.3951,1002.8510156,1005.0007701,26.8926,28.32583,0.0,0.0
2015-08-23 00:40:00,26.32635,0.01705,26.7503,1.2971,32.09888,-0.68926,-1.09882,1002.8526562,1005.0026606,26.85162,28.26702,0.0,0.0
2015-08-23 00:50:00,26.34283,0.01706,26.76752,0.99828,31.00462,-0.51422,-0.85565,1002.9257031,1005.0757327,26.82748,28.21328,0.0,0.0
2015-08-23 01:00:00,26.31719,0.01709,26.81463,0.97721,20.78496,-0.34677,-0.91361,1002.974375,1005.1246543,26.77783,28.16018,0.0,0.0
2015-08-23 01:10:00,26.22164,0.01714,26.89309,1.19591,16.22666,-0.33418,-1.14827,1003.0529688,1005.2040387,26.70745,28.10711,0.0,0.0
2015-08-23 01:20:00,26.05258,0.01723,27.03245,1.37256,13.61795,-0.32316,-1.33397,1003.1255469,1005.2778722,26.6159,28.05383,0.0,0.0
2015-08-23 01:30:00,25.89694,0.01735,27.21567,1.44007,12.23847,-0.30527,-1.40735,1003.1278125,1005.2811079,26.52822,27.99505,0.0,0.0
2015-08-23 01:40:00,25.85391,0.0174,27.29348,1.36232,15.31154,-0.35974,-1.31396,1003.1835938,1005.3372541,26.48046,27.93624,0.0,0.0
2015-08-23 01:50:00,26.01769,0.01741,27.31107,1.26553,22.94465,-0.49335,-1.1654,1003.2689844,1005.4216346,26.91595,27.90426,0.0,0.02586
2015-08-23 02:00:00,26.15988,0.01743,27.34186,1.19093,28.81257,-0.57397,-1.0435,1003.2790625,1005.4306846,26.96374,27.89736,0.0,0.0211
2015-08-23 02:10:00,26.10659,0.01747,27.40093,1.12007,14.34549,-0.27752,-1.08515,1003.2070312,1005.3588303,26.5209,27.86498,0.0,8e-05
2015-08-23 02:20:00,26.03024,0.01751,27.46263,1.1946,344.52639,0.31871,-1.1513,1003.231875,1005.3842251,26.46142,27.81759,0.0,0.0
2015-08-23 02:30:00,25.90679,0.01752,27.47842,1.29878,326.33197,0.72002,-1.08092,1003.2517188,1005.404988,26.38864,27.7702,0.0,0.0
2015-08-23 02:40:00,25.85095,0.01751,27.46348,1.1865,318.75026,0.78231,-0.89206,1003.2633594,1005.4170691,26.34435,27.7228,0.0,0.0
2015-08-23 02:50:00,25.8688,0.01752,27.47864,0.9623,310.76426,0.72885,-0.62833,1003.2596094,1005.4131694,26.32162,27.67666,0.0,0.0
2015-08-23 03:00:00,25.9067,0.01752,27.47956,0.83522,316.42623,0.57571,-0.60511,1003.2932031,1005.4465619,26.3027,27.63497,0.0,0.0
2015-08-23 03:10:00,25.90301,0.01748,27.41956,0.94136,338.7092,0.34181,-0.87711,1003.330625,1005.4841428,26.26541,27.59329,0.0,0.0
2015-08-23 03:20:00,25.97534,0.01738,27.26828,1.20815,355.06788,0.10387,-1.20368,1003.3792188,1005.5324497,26.68191,27.58404,0.0,0.0115
2015-08-23 03:30:00,25.77612,0.01725,27.07104,1.30857,6.93362,-0.15797,-1.299,1003.4246875,1005.5796219,26.19598,27.56869,0.0,0.0
2015-08-23 03:40:00,25.65917,0.01715,26.91987,1.19179,13.49891,-0.27819,-1.15886,1003.4827344,1005.6387681,26.13122,27.5213,0.0,0.0
2015-08-23 03:50:00,25.62637,0.01709,26.83021,0.91797,21.38003,-0.33465,-0.8548,1003.5576562,1005.7141661,26.09075,27.4739,0.0,0.0
2015-08-23 04:00:00,25.61761,0.01703,26.73948,0.74631,33.04022,-0.40691,-0.62562,1003.5932031,1005.7499309,26.04815,27.42651,0.0,0.0
2015-08-23 04:10:00,25.55422,0.01696,26.63398,0.98447,38.44179,-0.61207,-0.77108,1003.6495312,1005.8069295,25.98025,27.37911,0.0,0.0
2015-08-23 04:20:00,25.37179,0.01683,26.43623,1.37132,37.42946,-0.83346,-1.08897,1003.68875,1005.8477221,25.87271,27.33001,0.0,0.0
2015-08-23 04:30:00,25.14773,0.01668,26.20857,1.64432,35.91466,-0.96453,-1.33172,1003.7580469,1005.9189876,25.75424,27.27441,0.0,0.0
2015-08-23 04:40:00,25.05459,0.01664,26.14971,1.66615,34.24341,-0.93756,-1.37733,1003.8483594,1006.0102225,25.6928,27.2156,0.0,0.0
2015-08-23 04:50:00,25.13897,0.01671,26.26179,1.42502,32.34083,-0.76232,-1.20397,1004.0377344,1006.1993016,25.69741,27.1618,0.0,0.0
2015-08-23 05:00:00,25.19814,0.01685,26.47869,1.28604,31.86614,-0.67895,-1.09221,1004.1392188,1006.3003923,25.68456,27.1144,0.0,0.0
2015-08-23 05:10:00,25.12094,0.01711,26.87776,1.57988,43.64966,-1.09051,-1.14316,1004.1928906,1006.3544,25.61654,27.06701,0.0,0.0
2015-08-23 05:20:00,24.91781,0.01743,27.3683,2.36903,44.73773,-1.66747,-1.68281,1004.25,1006.4126888,25.48873,27.01373,0.0,0.0
2015-08-23 05:30:00,24.83184,0.01733,27.21623,2.65312,45.23427,-1.88369,-1.86835,1004.2757031,1006.4392026,25.42605,26.95571,0.0,0.0
2015-08-23 05:40:00,24.84167,0.01718,26.99155,2.25072,54.99988,-1.84368,-1.29096,1004.4453906,1006.6093803,25.40225,26.90264,0.0,0.0
2015-08-23 05:50:00,24.89483,0.01719,27.00835,1.96306,55.41747,-1.6162,-1.11422,1004.5016406,1006.665352,25.3955,26.85391,0.0,0.0
2015-08-23 06:00:00,24.93771,0.01715,26.94739,1.59372,57.69865,-1.34709,-0.85164,1004.5089062,1006.672374,25.52267,26.81564,0.0,0.0
2015-08-23 06:10:00,25.00359,0.01708,26.84029,1.2322,54.2369,-0.99986,-0.72014,1004.5070312,1006.6701079,25.77389,26.80242,0.0,0.0
2015-08-23 06:20:00,25.15042,0.01704,26.77992,1.07203,57.2579,-0.9017,-0.57981,1004.5372656,1006.6993938,26.12063,26.81899,0.0,0.0
