Time,Net Shortwave Radiation Flux [MJ/m^2],Downward Longwave Radiation Flux [MJ/m^2],Upward Longwave Radiation Flux [MJ/m^2],Sensible Heat Flux [MJ/m^2],Latent Heat Flux [MJ/m^2],Ground Flux [MJ/m^2]
2015-08-23 01:00:00,0.0,1.43827,1.44577,0.00943,0.00672,-0.02366
2015-08-23 02:00:00,0.0,1.43616,1.43821,0.02028,0.00776,-0.0301
2015-08-23 03:00:00,0.0,1.42516,1.42849,0.0421,0.00889,-0.05433
2015-08-23 04:00:00,0.0,1.41233,1.42149,0.03518,0.00701,-0.05135
2015-08-23 05:00:00,0.0,1.41229,1.41745,0.02038,0.00518,-0.03072
2015-08-23 06:00:00,0.0027,1.41155,1.41361,0.01688,0.0048,-0.02103
2015-08-23 07:00:00,0.31872,1.41055,1.43312,0.09549,0.01495,0.18572
2015-08-23 08:00:00,0.96655,1.42007,1.48853,0.28742,0.03668,0.57399
2015-08-23 09:00:00,1.6132,1.43844,1.55938,0.5176,0.06063,0.91403
2015-08-23 10:00:00,2.16374,1.46164,1.62678,0.8136,0.08659,1.09841
2015-08-23 11:00:00,2.60463,1.4715,1.68283,1.13569,0.11104,1.14657
2015-08-23 12:00:00,2.86463,1.47259,1.71436,1.4471,0.12659,1.04916
2015-08-23 13:00:00,2.93661,1.46814,1.73287,1.60742,0.13041,0.93405
2015-08-23 14:00:00,2.80605,1.47723,1.73599,1.63433,0.12371,0.78924
2015-08-23 15:00:00,2.48947,1.49329,1.72889,1.4921,0.11094,0.65082
2015-08-23 16:00:00,2.02173,1.49081,1.70087,1.28912,0.09361,0.42894
2015-08-23 17:00:00,1.42817,1.4914,1.65666,1.0131,0.07307,0.17675
2015-08-23 18:00:00,0.7709,1.48946,1.59996,0.69236,0.04971,-0.08168
2015-08-23 19:00:00,0.16127,1.53563,1.54252,0.38724,0.02966,-0.26251
2015-08-23 20:00:00,0.0,1.58998,1.51287,0.25461,0.02235,-0.19986
2015-08-23 21:00:00,0.0,1.57993,1.49668,0.18002,0.01825,-0.11502
2015-08-23 22:00:00,0.0,1.44062,1.47345,0.11799,0.01177,-0.16259
2015-08-23 23:00:00,0.0,1.42411,1.4635,0.05217,0.00767,-0.09923
2015-08-24 00:00:00,0.0,1.42599,1.45673,0.02118,0.0051,-0.05702
