Time,Net Shortwave Radiation Flux [MJ/m^2],Downward Longwave Radiation Flux [MJ/m^2],Upward Longwave Radiation Flux [MJ/m^2],Sensible Heat Flux [MJ/m^2],Latent Heat Flux [MJ/m^2],Ground Flux [MJ/m^2]
2015-08-15 01:00:00,0.0,1.33007,1.41985,0.03104,0.00564,-0.12646
2015-08-15 02:00:00,0.0,1.34227,1.41494,0.03032,0.00492,-0.10791
2015-08-15 03:00:00,0.0,1.34959,1.40926,0.0405,0.00834,-0.10851
2015-08-15 04:00:00,0.0,1.34354,1.40105,0.0692,0.00917,-0.13588
2015-08-15 05:00:00,0.0,1.33906,1.39281,0.0854,0.00867,-0.14782
2015-08-15 06:00:00,0.00898,1.35846,1.38881,0.09116,0.0095,-0.12203
2015-08-15 07:00:00,0.3747,1.35553,1.4089,0.20776,0.01591,0.09767
2015-08-15 08:00:00,1.0295,1.36048,1.45924,0.45039,0.02938,0.45097
2015-08-15 09:00:00,1.67457,1.38493,1.52216,0.73922,0.04327,0.75486
2015-08-15 10:00:00,2.24479,1.39707,1.598,0.94579,0.05583,1.04224
2015-08-15 11:00:00,2.67812,1.41695,1.67568,1.11944,0.06408,1.23587
2015-08-15 12:00:00,2.05793,1.52778,1.67013,1.09828,0.05797,0.75933
2015-08-15 13:00:00,1.32593,1.59162,1.62307,0.854,0.06278,0.3777
2015-08-15 14:00:00,2.39117,1.51918,1.68662,1.27545,0.09329,0.85499
2015-08-15 15:00:00,1.68711,1.58732,1.65862,1.10667,0.07207,0.43708
2015-08-15 16:00:00,1.11508,1.5627,1.60956,0.82964,0.05605,0.18252
2015-08-15 17:00:00,1.52826,1.45984,1.63091,0.9094,0.05889,0.3889
2015-08-15 18:00:00,0.75685,1.49246,1.57919,0.60385,0.04146,0.02481
2015-08-15 19:00:00,0.22311,1.48914,1.53185,0.33262,0.02663,-0.17886
2015-08-15 20:00:00,0.0,1.52309,1.50309,0.17513,0.01779,-0.17292
2015-08-15 21:00:00,0.0,1.47943,1.48446,0.12721,0.01208,-0.14432
2015-08-15 22:00:00,0.0,1.48542,1.47497,0.06832,0.00925,-0.06712
2015-08-15 23:00:00,0.0,1.42136,1.46282,0.03256,0.00697,-0.081
2015-08-16 00:00:00,0.0,1.41643,1.45315,0.03128,0.00663,-0.07464
