Time,Net Shortwave Radiation Flux [MJ/m^2],Downward Longwave Radiation Flux [MJ/m^2],Upward Longwave Radiation Flux [MJ/m^2],Sensible Heat Flux [MJ/m^2],Latent Heat Flux [MJ/m^2],Ground Flux [MJ/m^2]
2015-08-15 01:00:00,0.0,1.40013,1.44607,0.03207,0.00212,-0.08013
2015-08-15 02:00:00,0.0,1.39276,1.43349,0.06744,0.0029,-0.11107
2015-08-15 03:00:00,0.0,1.38692,1.42432,0.06756,0.00269,-0.10766
2015-08-15 04:00:00,0.0,1.38024,1.41676,0.06399,0.00234,-0.10285
2015-08-15 05:00:00,0.0,1.37231,1.41002,0.05651,0.00182,-0.09605
2015-08-15 06:00:00,0.00913,1.36862,1.408,0.0298,0.00147,-0.06152
2015-08-15 07:00:00,0.37734,1.36601,1.43135,0.14554,0.00362,0.16284
2015-08-15 08:00:00,1.03646,1.36936,1.48994,0.37571,0.00823,0.53195
2015-08-15 09:00:00,1.08169,1.53666,1.53144,0.45477,0.01,0.62215
2015-08-15 10:00:00,2.01442,1.46712,1.62397,0.80878,0.01571,1.03308
2015-08-15 11:00:00,2.50398,1.43752,1.67113,1.24198,0.01931,1.00908
2015-08-15 12:00:00,2.95898,1.40571,1.7237,1.59197,0.02312,1.02589
2015-08-15 13:00:00,3.03139,1.41629,1.75289,1.731,0.02467,0.93912
2015-08-15 14:00:00,2.90021,1.43809,1.76195,1.75301,0.02459,0.79876
2015-08-15 15:00:00,2.58983,1.44892,1.74987,1.65886,0.0232,0.60682
2015-08-15 16:00:00,2.10971,1.47071,1.71857,1.45304,0.02025,0.38856
2015-08-15 17:00:00,1.51726,1.479,1.67231,1.14976,0.01594,0.15826
2015-08-15 18:00:00,0.86878,1.47311,1.61737,0.76736,0.01142,-0.05426
2015-08-15 19:00:00,0.23999,1.47737,1.55518,0.41676,0.00655,-0.26112
2015-08-15 20:00:00,0.0,1.45767,1.51507,0.19583,0.00345,-0.25669
2015-08-15 21:00:00,0.0,1.45537,1.49489,0.13198,0.0027,-0.1742
2015-08-15 22:00:00,0.0,1.43972,1.48207,0.0687,0.00225,-0.11331
2015-08-15 23:00:00,0.0,1.4258,1.4719,0.03588,0.00155,-0.08352
2015-08-16 00:00:00,0.0,1.42676,1.46264,0.0351,0.00127,-0.07225
