Time,Net Shortwave Radiation Flux [MJ/m^2],Downward Longwave Radiation Flux [MJ/m^2],Upward Longwave Radiation Flux [MJ/m^2],Sensible Heat Flux [MJ/m^2],Latent Heat Flux [MJ/m^2],Ground Flux [MJ/m^2]
2015-08-15 01:00:00,0.0,1.37908,1.42213,-0.00151,0.00486,-0.0464
2015-08-15 02:00:00,0.0,1.38116,1.41108,0.02642,0.00689,-0.06323
2015-08-15 03:00:00,0.0,1.377,1.40322,0.02087,0.00575,-0.05285
2015-08-15 04:00:00,0.0,1.36049,1.3964,0.00742,0.00449,-0.04783
2015-08-15 05:00:00,0.0,1.36003,1.38942,0.01689,0.00421,-0.05049
2015-08-15 06:00:00,0.0091,1.35791,1.38431,0.01584,0.0045,-0.03764
2015-08-15 07:00:00,0.37721,1.36224,1.40842,0.10561,0.0085,0.21691
2015-08-15 08:00:00,1.0353,1.37163,1.46922,0.28927,0.01652,0.63193
2015-08-15 09:00:00,1.13002,1.47947,1.51356,0.3639,0.02014,0.71188
2015-08-15 10:00:00,1.27241,1.52961,1.54418,0.42574,0.02421,0.80789
2015-08-15 11:00:00,2.07663,1.50601,1.61975,0.81656,0.03688,1.10946
2015-08-15 12:00:00,2.94907,1.425,1.69395,1.37016,0.04892,1.26104
2015-08-15 13:00:00,1.79915,1.54059,1.65143,1.0886,0.03745,0.56225
2015-08-15 14:00:00,1.79096,1.58689,1.65587,0.99585,0.04902,0.67711
2015-08-15 15:00:00,1.83704,1.54802,1.65751,1.06876,0.04733,0.61146
2015-08-15 16:00:00,0.8484,1.57573,1.58931,0.64361,0.03327,0.15795
2015-08-15 17:00:00,1.33941,1.52527,1.61178,0.80093,0.03732,0.41465
2015-08-15 18:00:00,0.35541,1.55569,1.54379,0.37674,0.02151,-0.03094
2015-08-15 19:00:00,0.19415,1.48022,1.51353,0.22898,0.01743,-0.08557
2015-08-15 20:00:00,0.0,1.45103,1.48157,0.08418,0.01013,-0.12485
2015-08-15 21:00:00,0.0,1.43699,1.46707,0.02368,0.00627,-0.06002
2015-08-15 22:00:00,0.0,1.43392,1.45431,0.00949,0.00394,-0.03382
2015-08-15 23:00:00,0.0,1.43302,1.44378,0.00268,0.00222,-0.01567
2015-08-16 00:00:00,0.0,1.43558,1.43539,8e-05,0.00141,-0.00129
