Time,Net Shortwave Radiation Flux [MJ/m^2],Downward Longwave Radiation Flux [MJ/m^2],Upward Longwave Radiation Flux [MJ/m^2],Sensible Heat Flux [MJ/m^2],Latent Heat Flux [MJ/m^2],Ground Flux [MJ/m^2]
2015-08-15 01:00:00,0.0,1.34539,1.41969,0.00596,0.01048,-0.09073
2015-08-15 02:00:00,0.0,1.33814,1.40936,0.02667,0.01149,-0.10937
2015-08-15 03:00:00,0.0,1.33688,1.40013,0.03606,0.00995,-0.10927
2015-08-15 04:00:00,0.0,1.34639,1.39647,0.01368,0.00747,-0.07123
2015-08-15 05:00:00,0.0,1.35371,1.39271,0.01027,0.00656,-0.05583
2015-08-15 06:00:00,0.00882,1.38538,1.38848,0.04084,0.01162,-0.04675
2015-08-15 07:00:00,0.36251,1.40582,1.41278,0.13311,0.01764,0.2048
2015-08-15 08:00:00,1.0231,1.39395,1.47044,0.32853,0.02846,0.58962
2015-08-15 09:00:00,1.5451,1.44033,1.53559,0.52882,0.03631,0.88471
2015-08-15 10:00:00,2.2367,1.41946,1.61638,0.83628,0.04805,1.15545
2015-08-15 11:00:00,2.6976,1.38029,1.66981,1.19153,0.06219,1.15437
2015-08-15 12:00:00,2.97341,1.36952,1.7092,1.47125,0.06658,1.0959
2015-08-15 13:00:00,3.05754,1.35555,1.73179,1.6292,0.06568,0.98643
2015-08-15 14:00:00,2.93717,1.34994,1.73444,1.6737,0.06503,0.81394
2015-08-15 15:00:00,2.62575,1.35037,1.71689,1.6054,0.05917,0.59466
2015-08-15 16:00:00,2.14626,1.37813,1.68992,1.37139,0.0517,0.41137
2015-08-15 17:00:00,1.54846,1.3877,1.64815,1.05619,0.04195,0.18987
2015-08-15 18:00:00,0.88392,1.38944,1.59185,0.72062,0.03057,-0.06968
2015-08-15 19:00:00,0.24389,1.39361,1.53264,0.36111,0.0179,-0.27417
2015-08-15 20:00:00,0.0,1.39721,1.49329,0.17501,0.01107,-0.28217
2015-08-15 21:00:00,0.0,1.37331,1.47043,0.1109,0.00852,-0.21655
2015-08-15 22:00:00,0.0,1.35327,1.45572,0.04307,0.0067,-0.15223
2015-08-15 23:00:00,0.0,1.34869,1.44425,0.01537,0.00404,-0.11497
2015-08-16 00:00:00,0.0,1.34493,1.43313,0.01327,0.00339,-0.10486
