Time,Net Shortwave Radiation Flux [MJ/m^2],Downward Longwave Radiation Flux [MJ/m^2],Upward Longwave Radiation Flux [MJ/m^2],Sensible Heat Flux [MJ/m^2],Latent Heat Flux [MJ/m^2],Ground Flux [MJ/m^2]
2015-08-15 01:00:00,0.0,1.31351,1.40559,-0.00313,0.00055,-0.08951
2015-08-15 02:00:00,0.0,1.30096,1.39532,-0.00441,0.00119,-0.09114
2015-08-15 03:00:00,0.0,1.29975,1.38708,-0.00648,0.00117,-0.08201
2015-08-15 04:00:00,0.0,1.30793,1.38063,-0.00605,0.00074,-0.06738
2015-08-15 05:00:00,0.0,1.31411,1.37529,-0.0081,0.00115,-0.05423
2015-08-15 06:00:00,0.00911,1.32998,1.37265,-0.0092,0.00196,-0.02633
2015-08-15 07:00:00,0.37672,1.34737,1.4027,0.04537,0.00715,0.26887
2015-08-15 08:00:00,1.03145,1.36733,1.46709,0.22929,0.01679,0.6856
2015-08-15 09:00:00,1.68046,1.38276,1.54168,0.49473,0.02512,1.00169
2015-08-15 10:00:00,2.24593,1.40131,1.6131,0.81907,0.03575,1.17932
2015-08-15 11:00:00,2.67663,1.41637,1.67404,1.1313,0.04626,1.2414
2015-08-15 12:00:00,2.9422,1.41911,1.70988,1.45921,0.05327,1.13896
2015-08-15 13:00:00,3.01617,1.42507,1.73173,1.62824,0.05426,1.02702
2015-08-15 14:00:00,2.89943,1.42272,1.73404,1.67873,0.05297,0.85641
2015-08-15 15:00:00,2.58904,1.43114,1.71742,1.60198,0.04894,0.65185
2015-08-15 16:00:00,2.12093,1.4375,1.69253,1.3446,0.0423,0.47899
2015-08-15 17:00:00,1.53105,1.4457,1.65064,1.04354,0.03402,0.24855
2015-08-15 18:00:00,0.87386,1.44284,1.59617,0.69074,0.02419,0.0056
2015-08-15 19:00:00,0.24122,1.43674,1.53525,0.34894,0.01383,-0.22006
2015-08-15 20:00:00,0.0,1.42829,1.49429,0.16012,0.00824,-0.23437
2015-08-15 21:00:00,0.0,1.42557,1.4773,0.06229,0.0061,-0.12012
2015-08-15 22:00:00,0.0,1.41575,1.46201,0.03021,0.00517,-0.08163
2015-08-15 23:00:00,0.0,1.40476,1.44864,0.01646,0.00335,-0.06369
2015-08-16 00:00:00,0.0,1.39586,1.43742,0.00823,0.00288,-0.05266
