,FNL_01d15h,FNL_02d15h,FNL_03d15h,FNL_05d15h,FNL_07d15h,FNL_10d15h,FNL_20d15h,FNL_30d15h,FNL_average,ERA_01d15h,ERA_02d15h,ERA_03d15h,ERA_05d15h,ERA_07d15h,ERA_10d15h,ERA_20d15h,ERA_30d15h,ERA_average,GPV_01d15h,GPV_02d15h,GPV_03d15h,GPV_05d15h,GPV_07d15h,GPV_10d15h,GPV_20d15h,GPV_30d15h,GPV_average,Obs.
count,144.0,144.0,144.0,144.0,144.0,144.0,144.0,144.0,144.0,144.0,144.0,144.0,144.0,144.0,144.0,144.0,144.0,144.0,144.0,144.0,144.0,144.0,144.0,144.0,144.0,144.0,144.0,144.0
mean,26.398678124999996,26.62993256944446,26.651998680555554,26.329095694444458,26.693294166666668,26.762713125000005,27.014258541666678,27.05687937500001,26.692106284722218,27.33360048611112,27.034857291666654,26.754902569444457,27.224041250000003,27.19704743055554,27.079132152777785,27.26401715277777,27.203769374999997,27.136420963541653,26.139453888888895,26.198160555555553,26.49084541666665,26.400716666666668,26.681599861111117,26.80258270833334,26.683600624999997,26.84129368055555,26.529781675347223,27.06666666666667
std,2.396438054365493,1.9845411898309795,1.5910736411780984,1.4462219984202955,1.5368729673880641,1.5043338331691267,1.5556419428964265,1.3937577509780577,1.6504573352555298,2.2825347598759858,1.9588248249613924,1.922125004345143,1.5655140748182343,1.304851917335166,1.4723541880740227,1.4501136578973275,1.4326146805342492,1.656663341660131,2.283712046323957,1.9658259411298697,1.7282311488990203,1.703684888851222,1.6621723796348,1.7552706958449378,1.729917492982853,1.4124055315561743,1.7695844403804755,2.3042834509283403
min,22.39245,23.45275,24.12173,24.37032,24.23861,24.25155,24.62637,24.79131,24.0718575,23.84579,23.84124,23.77285,24.79864,25.03863,24.74404,24.66586,24.93926,24.699695,22.65258,22.9006,23.96328,23.54037,24.1701,24.06609,24.0238,24.56683,23.84306125,23.6
25%,23.769935,24.837577500000002,25.3071825,25.13405,25.3787425,25.50292,25.682805000000002,25.95072,25.285518749999998,24.911472500000002,25.221427499999997,25.059835,25.78377,25.980465,25.8155925,25.919535,25.8336375,25.537426250000003,23.92637,24.530275,25.0581175,24.884014999999998,25.417234999999998,25.3088525,25.07853,25.3060175,24.8828503125,24.975
50%,26.375225,26.24786,26.48695,25.714714999999998,26.345115,26.522669999999998,26.770515,26.704705,26.4541375,27.456705,26.939065,26.513849999999998,27.031285,27.09695,26.9972,27.13554,27.068935,27.04305,26.027124999999998,25.876705,26.208779999999997,26.226095,26.248865,26.467844999999997,26.365215,26.64497,26.290603750000002,26.799999999999997
75%,28.6236425,28.648685,28.26783,27.990405000000003,28.4089225,28.388615,28.6859925,28.587654999999998,28.307843124999998,29.835355,28.8790425,28.71577,28.8194825,28.5871,28.6327,28.8104725,28.63202,28.832724999999996,28.4438575,28.11731,28.0160825,28.1596925,28.3245675,28.615685,28.3984425,28.3309,28.280950000000004,29.4
max,29.96166,29.58758,28.98098,28.84817,29.11285,29.0361,29.33358,29.23812,29.11102875,30.45147,29.96237,29.54971,29.64822,29.19485,29.25085,29.49923,29.40331,29.492188750000004,29.45992,29.29199,29.52676,28.94662,29.5057,29.57717,29.36071,29.08163,29.24295625,31.3
std_ratio,1.0399927376122176,0.8612400479773683,0.6904852094203485,0.6276233064285766,0.6669635051924254,0.6528423543392923,0.6751087598488353,0.6048551667619477,0.7162562117045975,0.990561625114483,0.8500798042759146,0.8341530220905614,0.6793930122561642,0.5662723120323903,0.6389640074361714,0.6293121869677585,0.6217180789789916,0.7189494595348942,0.9910725372800402,0.8531181093792458,0.7500080548696202,0.7393556066918974,0.7213402409174752,0.761742525702635,0.7507398850110696,0.6129478259226964,0.7679543242249787,1.0
correlation,0.9817859724069534,0.9832670872217667,0.9738268386129689,0.9019715151904699,0.9738622905099744,0.9819354191787762,0.9789013393347695,0.9736207172883561,0.9854599834193501,0.9417160210438971,0.9855887784456114,0.9889532278799328,0.9836412439491158,0.9732289473552811,0.9844180627223708,0.9834515034168912,0.9828721736540645,0.9865022215507213,0.9837157235165677,0.9856279450139551,0.9829764915690609,0.979920557152598,0.9853665093061746,0.9818254976391775,0.9889811917996534,0.9802480009880792,0.989566012688808,1.0
