Time,Net Shortwave Radiation Flux [MJ/m^2],Downward Longwave Radiation Flux [MJ/m^2],Upward Longwave Radiation Flux [MJ/m^2],Sensible Heat Flux [MJ/m^2],Latent Heat Flux [MJ/m^2],Ground Flux [MJ/m^2]
2015-08-11 01:00:00,0.0,1.38419,1.45264,-0.00353,0.00247,-0.06739
2015-08-11 02:00:00,0.0,1.46403,1.45018,0.00319,0.00275,0.00791
2015-08-11 03:00:00,0.0,1.45099,1.44396,-0.00249,0.00207,0.00745
2015-08-11 04:00:00,0.0,1.39847,1.43397,-0.00699,0.0017,-0.0302
2015-08-11 05:00:00,0.0,1.38226,1.42603,-0.00918,0.00193,-0.03652
2015-08-11 06:00:00,0.01414,1.38373,1.42185,-0.01466,0.00287,-0.01219
2015-08-11 07:00:00,0.40687,1.40478,1.44943,0.08638,0.01156,0.26427
2015-08-11 08:00:00,1.06242,1.4432,1.51181,0.29573,0.02398,0.6741
2015-08-11 09:00:00,1.71061,1.38814,1.58002,0.5402,0.03339,0.94515
2015-08-11 10:00:00,2.27747,1.40074,1.65319,0.82372,0.04309,1.15821
2015-08-11 11:00:00,2.69624,1.43984,1.72604,1.05259,0.04932,1.30813
2015-08-11 12:00:00,2.69753,1.51984,1.7722,1.16737,0.05259,1.22522
2015-08-11 13:00:00,2.44604,1.62281,1.78074,1.18866,0.0531,1.04634
2015-08-11 14:00:00,1.83,1.64545,1.74443,1.04134,0.04336,0.64632
2015-08-11 15:00:00,1.86409,1.63972,1.72978,1.21516,0.04389,0.51498
2015-08-11 16:00:00,2.07841,1.56847,1.73187,1.28373,0.04455,0.58673
2015-08-11 17:00:00,1.46125,1.56341,1.68714,1.01083,0.03487,0.29182
2015-08-11 18:00:00,0.89869,1.522,1.63468,0.71926,0.02553,0.04121
2015-08-11 19:00:00,0.27368,1.50285,1.57247,0.39305,0.01484,-0.20382
2015-08-11 20:00:00,0.00066,1.48533,1.53042,0.17601,0.00835,-0.22879
2015-08-11 21:00:00,0.0,1.48283,1.51082,0.09939,0.00639,-0.13378
2015-08-11 22:00:00,0.0,1.45363,1.4931,0.05846,0.00534,-0.10328
2015-08-11 23:00:00,0.0,1.42329,1.47799,0.03126,0.00468,-0.09064
2015-08-12 00:00:00,0.0,1.41949,1.46312,0.05064,0.0048,-0.09906
