Time,Temperature [°C],Mixing Ratio [kg/kg],Vapor Pressure [hPa],Wind Speed [m/s],Wind Direction [°],u [m/s],v [m/s],Surface Pressure [hPa],Sea Level Pressure [hPa],Skin Temperature [°C],Top Soil Layer Temperature [°C],Rainfall [mm],Cloud Water [kg/m^2]
2015-08-11 00:10:00,27.64626,0.01622,25.54426,0.79976,292.34467,0.73971,-0.30405,1005.3342188,1007.4811525,27.84612,29.2933,0.0,0.00092
2015-08-11 00:20:00,27.57647,0.01621,25.52826,0.67262,291.97596,0.62375,-0.25171,1005.3089062,1007.4562976,27.76733,29.21304,0.0,0.00091
2015-08-11 00:30:00,27.51602,0.0162,25.51437,0.4779,279.076,0.47192,-0.07539,1005.3660938,1007.5140526,27.69671,29.13613,0.0,0.00075
2015-08-11 00:40:00,27.45135,0.01615,25.43874,0.60886,273.71907,0.60758,-0.03949,1005.4107031,1007.5592848,27.63336,29.0592,0.0,0.00158
2015-08-11 00:50:00,27.36901,0.01609,25.34519,0.53669,268.01599,0.53637,0.01858,1005.3544531,1007.5035818,27.5718,28.98773,0.0,0.00233
2015-08-11 01:00:00,27.29595,0.01607,25.31238,0.29271,217.46156,0.17804,0.23235,1005.2711719,1007.4206717,27.49093,28.9165,0.0,0.00175
2015-08-11 01:10:00,27.25298,0.01611,25.37318,0.45183,165.08013,-0.11633,0.4366,1005.2467969,1007.3965004,27.43093,28.84527,0.0,0.00283
2015-08-11 01:20:00,27.21066,0.01615,25.43824,0.23091,192.15014,0.0486,0.22574,1005.3910938,1007.5413571,27.37933,28.77834,0.0,0.0024
2015-08-11 01:30:00,27.1463,0.01625,25.59014,0.27688,63.52358,-0.24784,-0.12344,1005.3284375,1007.4788981,27.30871,28.71282,0.0,0.0024
2015-08-11 01:40:00,27.10308,0.01643,25.86745,0.61438,94.79671,-0.61223,0.05137,1005.3726562,1007.5232872,27.25552,28.6473,0.0,0.00266
2015-08-11 01:50:00,27.07943,0.0165,25.9778,0.44287,58.49062,-0.37757,-0.23146,1005.4885938,1007.6395514,27.21642,28.58456,0.0,0.00308
2015-08-11 02:00:00,27.04736,0.01653,26.02289,0.39347,49.20687,-0.29789,-0.25707,1005.4530469,1007.6041195,27.16595,28.52471,0.0,0.00367
2015-08-11 02:10:00,27.00982,0.01652,26.00656,0.40528,75.58794,-0.39252,-0.10087,1005.4146875,1007.5659603,27.0982,28.46511,0.0,0.00214
2015-08-11 02:20:00,26.96148,0.01641,25.83451,0.51812,107.80564,-0.4933,0.15843,1005.2849219,1007.436407,27.01611,28.4056,0.0,0.00085
2015-08-11 02:30:00,26.90981,0.01616,25.44676,0.81075,120.93072,-0.69545,0.41673,1005.1214844,1007.2733158,26.93701,28.34554,0.0,3e-05
2015-08-11 02:40:00,26.86825,0.01566,24.67569,1.29176,129.76335,-0.99297,0.82624,1004.9964844,1007.1489973,26.86373,28.28033,0.0,0.0
2015-08-11 02:50:00,26.82812,0.015,23.65957,1.40139,139.7662,-0.90517,1.06984,1004.9696875,1007.1232911,26.79382,28.21716,0.0,0.0
2015-08-11 03:00:00,26.77313,0.01447,22.84549,1.11089,144.9314,-0.63827,0.90923,1005.0966406,1007.2516027,26.72238,28.15762,0.0,0.0
2015-08-11 03:10:00,26.70822,0.014,22.12179,0.7692,159.29087,-0.27201,0.7195,1005.1882031,1007.344442,26.66027,28.09814,0.0,1e-05
2015-08-11 03:20:00,26.64865,0.01355,21.42871,0.70741,181.99447,0.02462,0.70698,1005.3207812,1007.4783213,26.60143,28.03918,0.0,2e-05
2015-08-11 03:30:00,26.60098,0.01331,21.05861,0.54497,192.80906,0.12082,0.53141,1005.3920312,1007.5503815,26.54397,27.98538,0.0,1e-05
2015-08-11 03:40:00,26.57604,0.01324,20.95106,0.5594,169.77085,-0.09934,0.55051,1005.4348438,1007.5935573,26.50338,27.93154,0.0,0.0
