Time,Net Shortwave Radiation Flux [MJ/m^2],Downward Longwave Radiation Flux [MJ/m^2],Upward Longwave Radiation Flux [MJ/m^2],Sensible Heat Flux [MJ/m^2],Latent Heat Flux [MJ/m^2],Ground Flux [MJ/m^2]
2015-08-11 01:00:00,0.0,1.42919,1.48314,0.02868,0.00162,-0.08425
2015-08-11 02:00:00,0.0,1.43419,1.47845,0.00971,0.00114,-0.0551
2015-08-11 03:00:00,0.0,1.42481,1.47271,0.00695,0.00118,-0.05603
2015-08-11 04:00:00,0.0,1.42218,1.46727,0.00658,0.00102,-0.05269
2015-08-11 05:00:00,0.0,1.41553,1.46072,0.01952,0.00141,-0.06612
2015-08-11 06:00:00,0.0138,1.4008,1.45009,0.06303,0.00214,-0.10066
2015-08-11 07:00:00,0.40454,1.38488,1.47121,0.18173,0.00461,0.13188
2015-08-11 08:00:00,1.06081,1.39617,1.52932,0.40929,0.0091,0.50928
2015-08-11 09:00:00,1.70275,1.42553,1.6021,0.69444,0.01377,0.81795
2015-08-11 10:00:00,2.2631,1.46699,1.68113,0.97389,0.01864,1.05644
2015-08-11 11:00:00,2.68888,1.4923,1.76607,1.15059,0.02315,1.24135
2015-08-11 12:00:00,2.93694,1.52654,1.81283,1.47844,0.0258,1.14641
2015-08-11 13:00:00,2.35668,1.63105,1.79574,1.42079,0.02225,0.74895
2015-08-11 14:00:00,1.88871,1.65905,1.76642,1.24898,0.01909,0.51327
2015-08-11 15:00:00,1.73524,1.63701,1.75123,1.18184,0.02085,0.41833
2015-08-11 16:00:00,0.95482,1.64808,1.64728,0.86816,0.05504,0.03242
2015-08-11 17:00:00,0.99479,1.59956,1.64468,0.76107,0.07422,0.11438
2015-08-11 18:00:00,0.61964,1.60077,1.60971,0.58285,0.05875,-0.0309
2015-08-11 19:00:00,0.254,1.54861,1.5736,0.3369,0.03869,-0.14657
2015-08-11 20:00:00,0.00063,1.54073,1.54378,0.13594,0.02363,-0.16199
2015-08-11 21:00:00,0.0,1.54094,1.52954,0.0941,0.02178,-0.10448
2015-08-11 22:00:00,0.0,1.51883,1.5161,0.06378,0.02118,-0.08223
2015-08-11 23:00:00,0.0,1.51216,1.50606,0.05645,0.02065,-0.07099
2015-08-12 00:00:00,0.0,1.50924,1.49357,0.07856,0.02034,-0.08323
