Time,Net Shortwave Radiation Flux [MJ/m^2],Downward Longwave Radiation Flux [MJ/m^2],Upward Longwave Radiation Flux [MJ/m^2],Sensible Heat Flux [MJ/m^2],Latent Heat Flux [MJ/m^2],Ground Flux [MJ/m^2]
2015-08-11 01:00:00,0.0,1.45261,1.47638,0.09067,0.00243,-0.11687
2015-08-11 02:00:00,0.0,1.44887,1.46975,0.07379,0.00215,-0.09682
2015-08-11 03:00:00,0.0,1.44808,1.46568,0.05296,0.00232,-0.07288
2015-08-11 04:00:00,0.0,1.45288,1.46192,0.04574,0.00318,-0.05795
2015-08-11 05:00:00,0.0,1.45493,1.46003,0.02991,0.00259,-0.0376
2015-08-11 06:00:00,0.01354,1.43766,1.45517,0.04287,0.0034,-0.05024
2015-08-11 07:00:00,0.39956,1.42905,1.47702,0.18118,0.00698,0.16343
2015-08-11 08:00:00,1.04805,1.44752,1.53146,0.42933,0.01389,0.52089
2015-08-11 09:00:00,1.68511,1.47435,1.60244,0.69003,0.02113,0.84587
2015-08-11 10:00:00,2.23718,1.50983,1.67774,0.96436,0.02774,1.07718
2015-08-11 11:00:00,2.35526,1.57789,1.73137,1.07856,0.0329,1.09031
2015-08-11 12:00:00,0.67179,1.66161,1.64332,0.52492,0.01726,0.1479
2015-08-11 13:00:00,0.78559,1.65346,1.63396,0.49269,0.01878,0.29362
2015-08-11 14:00:00,2.25095,1.62058,1.72219,1.14451,0.0413,0.96353
2015-08-11 15:00:00,1.40994,1.63115,1.67808,0.92812,0.04815,0.38673
2015-08-11 16:00:00,1.39568,1.62406,1.68553,0.82557,0.05125,0.45739
2015-08-11 17:00:00,1.07936,1.59691,1.65749,0.746,0.04507,0.2277
2015-08-11 18:00:00,0.90139,1.52874,1.63623,0.59728,0.04332,0.1533
2015-08-11 19:00:00,0.2351,1.5239,1.58755,0.24207,0.03062,-0.10123
2015-08-11 20:00:00,0.00069,1.48962,1.54779,0.12565,0.02009,-0.20322
2015-08-11 21:00:00,0.0,1.49938,1.52865,0.10464,0.01514,-0.14905
2015-08-11 22:00:00,0.0,1.51147,1.5175,0.06369,0.01085,-0.08057
2015-08-11 23:00:00,0.0,1.51767,1.50995,0.03882,0.00822,-0.03932
2015-08-12 00:00:00,0.0,1.5103,1.49774,0.06782,0.0093,-0.06456
