Time,Net Shortwave Radiation Flux [MJ/m^2],Downward Longwave Radiation Flux [MJ/m^2],Upward Longwave Radiation Flux [MJ/m^2],Sensible Heat Flux [MJ/m^2],Latent Heat Flux [MJ/m^2],Ground Flux [MJ/m^2]
2015-08-11 01:00:00,0.0,1.42618,1.45591,0.00084,0.00105,-0.03162
2015-08-11 02:00:00,0.0,1.43143,1.44837,0.00319,0.0008,-0.02093
2015-08-11 03:00:00,0.0,1.42719,1.44151,-0.00098,0.00039,-0.01373
2015-08-11 04:00:00,0.0,1.42985,1.43596,-0.00282,0.00099,-0.00428
2015-08-11 05:00:00,0.0,1.43285,1.43107,-0.00141,0.00173,0.00146
2015-08-11 06:00:00,0.0134,1.42873,1.42654,0.00334,0.00339,0.00885
2015-08-11 07:00:00,0.39637,1.4204,1.4496,0.11369,0.01099,0.24249
2015-08-11 08:00:00,1.04373,1.4241,1.50322,0.34555,0.02155,0.59752
2015-08-11 09:00:00,1.68472,1.44003,1.57624,0.57385,0.02956,0.9451
2015-08-11 10:00:00,2.25245,1.45534,1.65286,0.83386,0.03974,1.18133
2015-08-11 11:00:00,2.67887,1.49047,1.729,1.04467,0.04869,1.34698
2015-08-11 12:00:00,2.92683,1.52155,1.7752,1.34997,0.05846,1.26476
2015-08-11 13:00:00,3.00904,1.51322,1.8003,1.53197,0.06263,1.12736
2015-08-11 14:00:00,2.90073,1.49349,1.80374,1.5898,0.06453,0.93615
2015-08-11 15:00:00,2.61449,1.47282,1.78497,1.53686,0.06237,0.70311
2015-08-11 16:00:00,2.1463,1.46967,1.75398,1.32016,0.05382,0.48802
2015-08-11 17:00:00,1.56033,1.46928,1.70172,1.08338,0.04229,0.20221
2015-08-11 18:00:00,0.90459,1.49582,1.64176,0.76597,0.02398,-0.03129
2015-08-11 19:00:00,0.27374,1.54684,1.58605,0.3994,0.01396,-0.17883
2015-08-11 20:00:00,0.00063,1.5854,1.54721,0.20493,0.01067,-0.17678
2015-08-11 21:00:00,0.0,1.57884,1.52794,0.12976,0.01116,-0.09001
2015-08-11 22:00:00,0.0,1.56613,1.51322,0.08164,0.01071,-0.03945
2015-08-11 23:00:00,0.0,1.5744,1.50342,0.05587,0.00981,0.0053
2015-08-12 00:00:00,0.0,1.57412,1.49397,0.04992,0.01013,0.02011
