Time,Net Shortwave Radiation Flux [MJ/m^2],Downward Longwave Radiation Flux [MJ/m^2],Upward Longwave Radiation Flux [MJ/m^2],Sensible Heat Flux [MJ/m^2],Latent Heat Flux [MJ/m^2],Ground Flux [MJ/m^2]
2015-08-11 01:00:00,0.0,1.45281,1.47928,0.07643,0.00103,-0.10392
2015-08-11 02:00:00,0.0,1.44008,1.47413,0.04453,0.00118,-0.07977
2015-08-11 03:00:00,0.0,1.43682,1.46876,0.03909,0.00094,-0.07197
2015-08-11 04:00:00,0.0,1.43878,1.46574,0.02153,0.0008,-0.0493
2015-08-11 05:00:00,0.0,1.44131,1.46349,0.01067,0.00079,-0.03364
2015-08-11 06:00:00,0.01372,1.42634,1.45847,0.02649,0.00197,-0.04688
2015-08-11 07:00:00,0.397,1.42523,1.48095,0.1683,0.00439,0.16859
2015-08-11 08:00:00,1.04797,1.43631,1.5383,0.40551,0.0092,0.53127
2015-08-11 09:00:00,1.68571,1.46069,1.6155,0.64474,0.01405,0.87212
2015-08-11 10:00:00,2.1254,1.53991,1.69371,0.86119,0.01859,1.09183
2015-08-11 11:00:00,2.01509,1.57575,1.72854,0.95284,0.01962,0.88983
2015-08-11 12:00:00,1.45529,1.6471,1.6962,0.86721,0.0177,0.52128
2015-08-11 13:00:00,2.29302,1.61925,1.74687,1.36496,0.02408,0.77635
2015-08-11 14:00:00,1.33749,1.65487,1.69694,0.93751,0.01756,0.34034
2015-08-11 15:00:00,1.57426,1.64661,1.70741,0.98978,0.02154,0.50214
2015-08-11 16:00:00,1.06565,1.63068,1.66116,0.8935,0.02088,0.12079
2015-08-11 17:00:00,0.91289,1.59174,1.62016,0.77965,0.02925,0.07557
2015-08-11 18:00:00,0.3827,1.61566,1.58401,0.46729,0.02667,-0.07961
2015-08-11 19:00:00,0.15453,1.61943,1.55639,0.30619,0.02004,-0.10865
2015-08-11 20:00:00,0.00018,1.55202,1.5303,0.1446,0.01422,-0.13692
2015-08-11 21:00:00,0.0,1.51301,1.51747,0.07452,0.01178,-0.09075
2015-08-11 22:00:00,0.0,1.48926,1.50533,0.04704,0.01278,-0.07589
2015-08-11 23:00:00,0.0,1.49509,1.49483,0.05335,0.01572,-0.06882
2015-08-12 00:00:00,0.0,1.50269,1.48782,0.05311,0.01171,-0.04995
