Time,Temperature [°C],Mixing Ratio [kg/kg],Vapor Pressure [hPa],Wind Speed [m/s],Wind Direction [°],u [m/s],v [m/s],Surface Pressure [hPa],Sea Level Pressure [hPa],Skin Temperature [°C],Top Soil Layer Temperature [°C],Rainfall [mm],Cloud Water [kg/m^2]
2015-08-11 00:10:00,28.17248,0.01871,29.3611,1.24719,273.02871,1.24545,-0.0659,1005.6742188,1007.8149008,28.76904,29.42077,0.0,0.03012
2015-08-11 00:20:00,28.09976,0.01878,29.46623,1.26365,270.14821,1.26365,-0.00327,1005.623125,1007.764125,28.71505,29.40194,0.0,0.01313
2015-08-11 00:30:00,28.03054,0.0189,29.64737,1.2016,272.85195,1.20011,-0.05979,1005.5691406,1007.7103631,28.69903,29.38308,0.0,0.02311
2015-08-11 00:40:00,27.91332,0.019,29.79708,1.27388,275.76981,1.26742,-0.12807,1005.4848438,1007.6265921,28.46078,29.35613,0.0,0.00308
2015-08-11 00:50:00,27.80071,0.01908,29.91724,1.04286,268.0208,1.04224,0.03602,1005.4320312,1007.5743657,28.17211,29.30135,0.0,0.00068
2015-08-11 01:00:00,27.811,0.0192,30.09988,0.89704,264.56251,0.89301,0.085,1005.4358594,1007.5779736,28.17983,29.24035,0.0,0.00714
2015-08-11 01:10:00,27.83093,0.01938,30.37342,0.84724,262.16818,0.83934,0.11545,1005.4319531,1007.5736843,28.23358,29.19012,0.0,0.0399
2015-08-11 01:20:00,27.82037,0.01955,30.63048,0.73154,246.79072,0.67234,0.28829,1005.3907031,1007.5322019,28.20263,29.14703,0.0,0.02992
2015-08-11 01:30:00,27.81753,0.01963,30.75162,0.61752,235.32702,0.50786,0.3513,1005.3788281,1007.5202185,28.20745,29.10537,0.0,0.08263
2015-08-11 01:40:00,27.7958,0.01961,30.72213,0.72789,264.67749,0.72475,0.06752,1005.4077344,1007.549367,28.17196,29.06945,0.0,0.06586
2015-08-11 01:50:00,27.7629,0.01955,30.6284,0.85518,276.78042,0.84919,-0.10097,1005.3227344,1007.4644979,28.1423,29.03073,0.0,0.06922
2015-08-11 02:00:00,27.75872,0.01946,30.4891,0.63135,256.60184,0.61417,0.1463,1005.2377344,1007.3794629,28.12875,28.99474,0.0,0.10157
2015-08-11 02:10:00,27.77062,0.01935,30.31937,0.65327,197.85877,0.20034,0.6218,1005.1517969,1007.2933997,28.09655,28.95876,0.0,0.05058
2015-08-11 02:20:00,27.77657,0.01922,30.11912,0.76788,168.55593,-0.15236,0.75261,1005.0632812,1007.204821,28.0982,28.92739,0.0,0.2756
2015-08-11 02:30:00,27.76022,0.01907,29.89122,0.70351,167.66909,-0.15024,0.68728,1005.06875,1007.2106119,28.0726,28.89718,0.0,0.07828
2015-08-11 02:40:00,27.73104,0.01886,29.57673,0.9165,222.93048,0.62424,0.67104,1005.2382812,1007.380984,27.98806,28.86407,0.0,0.02034
2015-08-11 02:50:00,27.71243,0.01863,29.22967,1.28561,257.53222,1.25529,0.27755,1005.3464062,1007.4897697,27.91641,28.82961,0.0,0.00522
2015-08-11 03:00:00,27.62692,0.01846,28.96484,0.71379,215.42181,0.41371,0.58167,1005.1455469,1007.2893122,27.78768,28.78515,0.0,0.00096
2015-08-11 03:10:00,27.54974,0.01835,28.79772,0.76182,144.20479,-0.44558,0.61792,1005.1639844,1007.3084823,27.75045,28.73797,0.0,0.00258
2015-08-11 03:20:00,27.53335,0.01825,28.6466,0.65674,133.74848,-0.47442,0.45413,1005.2111719,1007.356017,27.72967,28.69628,0.0,0.0034
2015-08-11 03:30:00,27.53393,0.01811,28.43359,0.69769,141.83594,-0.43111,0.54855,1005.2300781,1007.3751408,27.68362,28.6546,0.0,0.0024
2015-08-11 03:40:00,27.48922,0.01786,28.05363,1.00319,148.18019,-0.52893,0.85242,1005.2872656,1007.4330937,27.61846,28.61288,0.0,0.00153
2015-08-11 03:50:00,27.39645,0.01763,27.7029,1.22638,153.0143,-0.55649,1.09285,1005.3084375,1007.4552721,27.54449,28.56719,0.0,0.00072
2015-08-11 04:00:00,27.2499,0.0176,27.65879,1.39936,148.30801,-0.73516,1.19069,1005.3715625,1007.5196194,27.45486,28.5198,0.0,0.00037
2015-08-11 04:10:00,26.95019,0.01765,27.73625,1.91993,136.57936,-1.31966,1.39449,1005.4100781,1007.5603,27.31185,28.46493,0.0,0.00063
2015-08-11 04:20:00,26.81017,0.01757,27.61652,2.42792,135.3478,-1.70635,1.72719,1005.5025,1007.6540285,27.21234,28.40499,0.0,0.00032
