Time,Temperature [°C],Mixing Ratio [kg/kg],Vapor Pressure [hPa],Wind Speed [m/s],Wind Direction [°],u [m/s],v [m/s],Surface Pressure [hPa],Sea Level Pressure [hPa],Skin Temperature [°C],Top Soil Layer Temperature [°C],Rainfall [mm],Cloud Water [kg/m^2]
2015-08-11 00:10:00,27.00097,0.01778,27.92145,0.68864,293.16725,0.63311,-0.27092,1004.9271094,1007.0757657,27.15865,28.60867,0.0,1e-05
2015-08-11 00:20:00,26.94702,0.01771,27.81404,0.59097,289.26826,0.55787,-0.19501,1004.9082812,1007.0573748,27.0733,28.52178,0.0,2e-05
2015-08-11 00:30:00,26.90069,0.01763,27.69049,0.52922,281.06491,0.51938,-0.10157,1004.8585156,1007.0079388,26.99499,28.43987,0.0,4e-05
2015-08-11 00:40:00,26.86126,0.01756,27.58333,0.39959,278.73562,0.39495,-0.06069,1004.8502344,1007.0000136,26.94418,28.35998,0.0,5e-05
2015-08-11 00:50:00,26.82626,0.01753,27.53776,0.21984,326.07748,0.12268,-0.18242,1004.8598438,1007.0099336,26.89868,28.28472,0.0,4e-05
2015-08-11 01:00:00,26.77447,0.01759,27.62915,0.30124,48.93538,-0.22712,-0.19789,1004.8498438,1007.000206,26.79809,28.21182,0.0,5e-05
2015-08-11 01:10:00,26.70223,0.01771,27.81236,0.50729,80.03562,-0.49964,-0.08778,1004.8475781,1006.9982981,26.69601,28.13525,0.0,5e-05
2015-08-11 01:20:00,26.635,0.01778,27.92017,0.49828,99.31657,-0.4917,0.08067,1004.8814844,1007.0326689,26.6289,28.06155,0.0,1e-05
2015-08-11 01:30:00,26.57913,0.01762,27.67684,0.34438,152.94344,-0.15665,0.30669,1004.9177344,1007.0696059,26.57226,27.99069,0.0,0.0
2015-08-11 01:40:00,26.49081,0.01706,26.82022,0.74059,201.06984,0.26625,0.69108,1004.9001562,1007.0533535,26.49401,27.91982,0.0,0.0
2015-08-11 01:50:00,26.37426,0.01626,25.59359,1.25252,203.3463,0.49636,1.14997,1004.8617969,1007.0167927,26.40573,27.84896,0.0,0.0
2015-08-11 02:00:00,26.28411,0.01556,24.5181,1.37816,194.17564,0.33751,1.3362,1004.8388281,1006.9953369,26.3366,27.7781,0.0,0.0
2015-08-11 02:10:00,26.23931,0.01515,23.88759,1.19497,188.03443,0.16702,1.18324,1004.8460156,1007.0033979,26.28097,27.70724,0.0,0.0
2015-08-11 02:20:00,26.20718,0.01491,23.51879,0.91673,183.4852,0.05573,0.91503,1004.8785156,1007.0365129,26.22616,27.64184,0.0,0.0
2015-08-11 02:30:00,26.16131,0.01472,23.22605,0.8119,173.40135,-0.0933,0.80652,1004.8799219,1007.0385015,26.14132,27.57668,0.0,0.0
2015-08-11 02:40:00,26.10839,0.01452,22.91762,0.81298,166.18157,-0.19418,0.78945,1004.8778125,1007.0370311,26.06118,27.51147,0.0,0.0
2015-08-11 02:50:00,26.06988,0.0143,22.57755,0.90957,155.1291,-0.38254,0.82522,1004.8494531,1007.0091765,26.00567,27.44631,0.0,2e-05
2015-08-11 03:00:00,26.02624,0.01413,22.31356,1.1419,142.72267,-0.69162,0.90862,1004.7795312,1006.939642,25.96569,27.38174,0.0,0.00114
2015-08-11 03:10:00,25.98794,0.01409,22.2513,1.20245,139.35782,-0.7832,0.91241,1004.7574219,1006.9178143,25.95403,27.32226,0.0,0.00345
2015-08-11 03:20:00,25.97659,0.01412,22.29624,1.41007,135.54832,-0.98748,1.00656,1004.6952344,1006.855536,26.0292,27.27136,0.0,0.0273
2015-08-11 03:30:00,25.94128,0.01404,22.17028,1.61922,135.85656,-1.12772,1.16195,1004.5850781,1006.7455027,26.03002,27.22897,0.0,0.03976
2015-08-11 03:40:00,25.85992,0.01377,21.75243,1.79123,138.52055,-1.18642,1.34197,1004.5513281,1006.7126219,25.91015,27.18319,0.0,0.00894
2015-08-11 03:50:00,25.78442,0.01342,21.21235,1.98666,143.22291,-1.18942,1.59126,1004.6054688,1006.7678839,25.8822,27.1318,0.0,0.0108
2015-08-11 04:00:00,25.61172,0.0133,21.02778,2.2229,149.92071,-1.11411,1.92355,1004.6597656,1006.8237063,25.66448,27.07781,0.0,3e-05
2015-08-11 04:10:00,25.54785,0.01297,20.51971,2.53442,151.9666,-1.19114,2.23707,1004.8078906,1006.9730465,25.61108,27.0187,0.0,0.0
2015-08-11 04:20:00,25.55163,0.01263,19.9946,2.95527,150.80447,-1.44156,2.57983,1004.9132031,1007.0790046,25.59689,26.96078,0.0,0.0
2015-08-11 04:30:00,25.54141,0.01303,20.61597,3.09269,147.96562,-1.64045,2.62177,1004.9676562,1007.1331244,25.5617,26.90731,0.0,0.0
2015-08-11 04:40:00,25.47628,0.01364,21.56069,3.08045,144.95587,-1.76881,2.52199,1004.9814062,1007.1465766,25.50314,26.85385,0.0,1e-05
2015-08-11 04:50:00,25.37509,0.01385,21.88562,3.08824,144.655,-1.78654,2.51903,1004.9911719,1007.1568226,25.44702,26.80038,0.0,0.0
2015-08-11 05:00:00,25.24133,0.01395,22.04288,3.22588,145.01776,-1.84947,2.64306,1005.1149219,1007.2816801,25.37151,26.74691,0.0,0.0
2015-08-11 05:10:00,25.10406,0.01413,22.32368,3.33713,145.74639,-1.87833,2.75832,1005.2363281,1007.4041102,25.29638,26.69067,0.0,0.0
2015-08-11 05:20:00,25.00375,0.01426,22.52721,3.25252,148.46738,-1.70102,2.77226,1005.3589844,1007.5275905,25.23055,26.63125,0.0,0.00021
2015-08-11 05:30:00,24.98382,0.01436,22.68366,3.09915,151.5715,-1.47539,2.72543,1005.4490625,1007.6178768,25.33914,26.5812,0.0,0.06064
2015-08-11 05:40:00,24.97097,0.01445,22.82518,3.05225,151.38137,-1.46196,2.67935,1005.5629688,1007.7320042,25.34561,26.54476,0.0,0.0838
2015-08-11 05:50:00,24.9269,0.01457,23.01213,3.13766,149.46415,-1.59417,2.7025,1005.63875,1007.8081123,25.32351,26.50961,0.0,0.00548
2015-08-11 06:00:00,24.87411,0.01474,23.27595,3.32872,146.72187,-1.82648,2.78287,1005.705,1007.8746667,25.40865,26.47894,0.0,6e-05
2015-08-11 06:10:00,24.90887,0.01493,23.57093,3.55672,143.54838,-2.1132,2.86088,1005.7896875,1007.9590341,25.66561,26.47106,0.0,7e-05
2015-08-11 06:20:00,24.98828,0.0151,23.83319,3.79365,141.70054,-2.3512,2.97719,1005.7995312,1007.9680975,25.97601,26.49062,0.0,0.0003
2015-08-11 06:30:00,25.12271,0.01522,24.01819,3.88452,140.29314,-2.48166,2.98845,1005.804375,1007.9718159,26.33691,26.53945,0.0,0.00068
