Time,Net Shortwave Radiation Flux [MJ/m^2],Downward Longwave Radiation Flux [MJ/m^2],Upward Longwave Radiation Flux [MJ/m^2],Sensible Heat Flux [MJ/m^2],Latent Heat Flux [MJ/m^2],Ground Flux [MJ/m^2]
2015-08-23 01:00:00,0.0,1.42129,1.43642,-0.00284,-0.00119,-0.0111
2015-08-23 02:00:00,0.0,1.44458,1.43582,-0.00249,0.00067,0.01058
2015-08-23 03:00:00,0.0,1.39055,1.4258,-0.01021,-0.00253,-0.02252
2015-08-23 04:00:00,0.0,1.39734,1.4163,-0.00297,-0.0025,-0.01348
2015-08-23 05:00:00,0.0,1.45081,1.4207,-0.00485,0.00494,0.03002
2015-08-23 06:00:00,0.00048,1.46002,1.41894,-0.00575,0.00674,0.04057
2015-08-23 07:00:00,0.30141,1.41737,1.44462,0.02766,0.04096,0.20554
2015-08-23 08:00:00,0.86827,1.44575,1.50215,0.16673,0.13109,0.51404
2015-08-23 09:00:00,0.8404,1.5304,1.51564,0.23285,0.14197,0.48035
2015-08-23 10:00:00,2.11268,1.41758,1.60572,0.71339,0.32244,0.88871
2015-08-23 11:00:00,2.54097,1.41337,1.64983,1.00495,0.39997,0.89961
2015-08-23 12:00:00,2.79243,1.41232,1.67493,1.26192,0.44286,0.82505
2015-08-23 13:00:00,2.86338,1.40531,1.69169,1.37857,0.44948,0.74894
2015-08-23 14:00:00,2.7447,1.40319,1.68964,1.40317,0.44115,0.61394
2015-08-23 15:00:00,2.43191,1.42879,1.67454,1.30529,0.40968,0.4712
2015-08-23 16:00:00,1.95441,1.45975,1.6504,1.08373,0.34867,0.33135
2015-08-23 17:00:00,1.39097,1.44034,1.61138,0.8159,0.26002,0.14402
2015-08-23 18:00:00,0.75331,1.43322,1.56146,0.51883,0.161,-0.05477
2015-08-23 19:00:00,0.16286,1.42494,1.51083,0.20408,0.07651,-0.2036
2015-08-23 20:00:00,0.0,1.41939,1.48574,0.0681,0.03453,-0.16898
2015-08-23 21:00:00,0.0,1.41592,1.47261,0.01728,0.02098,-0.09495
2015-08-23 22:00:00,0.0,1.47147,1.46731,0.0109,0.01461,-0.02134
2015-08-23 23:00:00,0.0,1.5147,1.4653,0.00011,0.0051,0.0442
2015-08-24 00:00:00,0.0,1.51375,1.46115,-0.00311,0.00856,0.04716
