Time,Net Shortwave Radiation Flux [MJ/m^2],Downward Longwave Radiation Flux [MJ/m^2],Upward Longwave Radiation Flux [MJ/m^2],Sensible Heat Flux [MJ/m^2],Latent Heat Flux [MJ/m^2],Ground Flux [MJ/m^2]
2015-08-23 01:00:00,0.0,1.41482,1.45201,-0.01187,0.00837,-0.03369
2015-08-23 02:00:00,0.0,1.40699,1.44533,-0.01252,0.00904,-0.03487
2015-08-23 03:00:00,0.0,1.4003,1.43664,-0.00636,0.00154,-0.03152
2015-08-23 04:00:00,0.0,1.40024,1.42804,-0.00129,-0.00115,-0.02536
2015-08-23 05:00:00,0.0,1.40056,1.42703,-0.00699,-0.00151,-0.01797
2015-08-23 06:00:00,0.00247,1.39591,1.42469,-0.01046,-0.00126,-0.01458
2015-08-23 07:00:00,0.30834,1.38882,1.44979,0.04806,0.04707,0.15224
2015-08-23 08:00:00,0.93878,1.39928,1.50708,0.22099,0.14256,0.46743
2015-08-23 09:00:00,1.48793,1.46334,1.57292,0.42869,0.22877,0.72089
2015-08-23 10:00:00,2.11846,1.42536,1.63135,0.74556,0.31887,0.84805
2015-08-23 11:00:00,2.53819,1.42437,1.67014,1.08292,0.3736,0.83591
2015-08-23 12:00:00,2.79006,1.43092,1.70031,1.29896,0.41204,0.80968
2015-08-23 13:00:00,2.8577,1.43228,1.71408,1.44199,0.41672,0.71719
2015-08-23 14:00:00,2.73177,1.44338,1.71385,1.43838,0.41552,0.60741
2015-08-23 15:00:00,2.42831,1.44381,1.698,1.34711,0.37232,0.45469
2015-08-23 16:00:00,1.96578,1.44969,1.66732,1.17154,0.29949,0.27712
2015-08-23 17:00:00,1.36533,1.46879,1.62457,0.91314,0.20959,0.08683
2015-08-23 18:00:00,0.75019,1.44973,1.57251,0.59233,0.13196,-0.09689
2015-08-23 19:00:00,0.1614,1.44289,1.51977,0.26541,0.06001,-0.2409
2015-08-23 20:00:00,0.0,1.43043,1.49374,0.11383,0.02522,-0.20236
2015-08-23 21:00:00,0.0,1.42074,1.48102,0.04601,0.02011,-0.1264
2015-08-23 22:00:00,0.0,1.42922,1.47068,0.03028,0.01404,-0.08578
2015-08-23 23:00:00,0.0,1.5084,1.47251,0.01466,0.01373,0.00751
2015-08-24 00:00:00,0.0,1.51243,1.46897,0.01093,0.01149,0.02104
