Time,Temperature [°C],Mixing Ratio [kg/kg],Vapor Pressure [hPa],Wind Speed [m/s],Wind Direction [°],u [m/s],v [m/s],Surface Pressure [hPa],Sea Level Pressure [hPa],Skin Temperature [°C],Top Soil Layer Temperature [°C],Rainfall [mm],Cloud Water [kg/m^2]
2015-08-23 00:10:00,23.85641,0.0148,23.35991,1.56433,224.20364,1.09067,1.12142,1005.3363281,1005.7410304,23.16439,24.49777,0.0,0.0
2015-08-23 00:20:00,23.83199,0.01474,23.26755,1.62118,223.11632,1.10805,1.18341,1005.3429688,1005.7477217,23.10113,24.43691,0.0,0.0
2015-08-23 00:30:00,23.80828,0.01468,23.17582,1.64346,222.77693,1.11615,1.2063,1005.3775781,1005.7823919,23.03652,24.37893,0.0,0.0
2015-08-23 00:40:00,23.77972,0.01462,23.08417,1.65627,221.02603,1.08718,1.24951,1005.4169531,1005.8218364,22.95864,24.32223,0.0,0.0
2015-08-23 00:50:00,23.75182,0.01458,23.02244,1.66192,216.76557,0.99473,1.33135,1005.4160156,1005.8209464,22.88995,24.26553,0.0,0.0
2015-08-23 01:00:00,23.75311,0.01458,23.02216,1.65049,212.53607,0.88768,1.39145,1005.40375,1005.8086741,22.81805,24.21279,0.0,0.0
2015-08-23 01:10:00,23.77056,0.0146,23.05442,1.62402,213.05122,0.88572,1.36123,1005.4650781,1005.8699982,22.74233,24.16018,0.0,0.0
2015-08-23 01:20:00,23.76806,0.01459,23.03904,1.57148,214.11827,0.88145,1.301,1005.4671875,1005.8721143,22.66662,24.1076,0.0,0.0
2015-08-23 01:30:00,23.71301,0.01458,23.02394,1.55929,214.57808,0.88494,1.28385,1005.4815625,1005.8865727,22.6174,24.05642,0.0,0.0
2015-08-23 01:40:00,23.60311,0.01455,22.97847,1.62238,216.08852,0.95564,1.31106,1005.5177344,1005.9229165,22.58608,24.00692,0.0,0.0
2015-08-23 01:50:00,23.52328,0.01456,22.99439,1.67855,220.18184,1.08302,1.28241,1005.5392188,1005.9445162,22.53118,23.95736,0.0,0.0
2015-08-23 02:00:00,23.46377,0.01464,23.11735,1.67034,223.71127,1.15425,1.20737,1005.5182031,1005.9235537,22.47488,23.90783,0.0,0.0
2015-08-23 02:10:00,23.45056,0.01476,23.30113,1.62425,226.84504,1.1849,1.11095,1005.4617969,1005.8671134,22.39871,23.86196,0.0,0.0
2015-08-23 02:20:00,23.5007,0.01476,23.29931,1.3081,223.40246,0.89882,0.95039,1005.3832031,1005.7884194,22.23062,23.81417,0.0,0.0
2015-08-23 02:30:00,23.43615,0.01468,23.17528,0.67582,205.22281,0.288,0.61139,1005.3546094,1005.759922,22.09185,23.76461,0.0,0.0
2015-08-23 02:40:00,23.36407,0.01464,23.11337,0.35347,133.37037,-0.25695,0.24273,1005.3451562,1005.7505734,22.03945,23.7181,0.0,0.0
2015-08-23 02:50:00,23.33587,0.0146,23.05134,0.44552,103.38969,-0.43341,0.10317,1005.3311719,1005.7366318,21.96862,23.67269,0.0,0.0
2015-08-23 03:00:00,23.32995,0.01465,23.12832,0.19632,181.55431,0.00532,0.19624,1005.3246875,1005.7301406,21.91763,23.62725,0.0,0.0
2015-08-23 03:10:00,23.29037,0.01488,23.48402,0.52026,264.56173,0.51792,0.04931,1005.3708594,1005.7763289,21.92794,23.58184,0.0,0.0
2015-08-23 03:20:00,23.20202,0.01521,23.99306,0.80988,269.23359,0.80981,0.01083,1005.3985156,1005.8040362,21.91488,23.54037,0.0,0.0
2015-08-23 03:30:00,23.21722,0.01552,24.47113,0.84998,267.87359,0.84939,0.03154,1005.4377344,1005.8431741,21.89013,23.49905,0.0,0.0
2015-08-23 03:40:00,23.26635,0.01576,24.84154,0.81723,262.26049,0.80979,0.11006,1005.4920312,1005.8973668,21.85931,23.45773,0.0,0.0
2015-08-23 03:50:00,23.28973,0.0159,25.05855,0.77352,256.19396,0.75117,0.18459,1005.5658594,1005.9711585,21.82986,23.41805,0.0,0.0
2015-08-23 04:00:00,23.23074,0.01592,25.0911,0.82163,247.55417,0.75938,0.3137,1005.63875,1006.0441542,21.80816,23.38082,0.0,0.0
2015-08-23 04:10:00,23.16253,0.01582,24.93979,0.87737,237.02815,0.73606,0.47749,1005.7348438,1006.1404046,21.77487,23.34365,0.0,0.0
2015-08-23 04:20:00,23.09219,0.01562,24.63311,0.9616,225.27314,0.68319,0.67671,1005.7715625,1006.1772835,21.73617,23.30642,0.0,0.0
2015-08-23 04:30:00,23.04562,0.01536,24.23419,0.93018,214.52138,0.52715,0.76639,1005.8222656,1006.2281346,21.66323,23.26925,0.0,0.0
2015-08-23 04:40:00,22.9924,0.01504,23.74268,0.77173,194.40972,0.19205,0.74745,1005.8839062,1006.2899516,21.5852,23.23202,0.0,0.0
2015-08-23 04:50:00,22.90298,0.01465,23.1431,0.79764,175.98106,-0.0559,0.79568,1005.9674219,1006.3737195,21.53347,23.19485,0.0,0.0
2015-08-23 05:00:00,22.88012,0.01425,22.52722,0.89638,173.19551,-0.10621,0.89007,1006.0504688,1006.4569296,21.48834,23.16097,0.0,0.0
2015-08-23 05:10:00,22.87252,0.01398,22.11156,0.90279,170.82492,-0.14395,0.89123,1006.1321094,1006.5386801,21.45455,23.12789,0.0,1e-05
2015-08-23 05:20:00,22.84222,0.01383,21.88033,0.87645,171.81837,-0.12473,0.86753,1006.1714844,1006.5781495,21.41735,23.09481,0.0,1e-05
