Time,Net Shortwave Radiation Flux [MJ/m^2],Downward Longwave Radiation Flux [MJ/m^2],Upward Longwave Radiation Flux [MJ/m^2],Sensible Heat Flux [MJ/m^2],Latent Heat Flux [MJ/m^2],Ground Flux [MJ/m^2]
2015-08-23 01:00:00,0.0,1.45122,1.46763,0.0141,0.0074,-0.03791
2015-08-23 02:00:00,0.0,1.44683,1.46186,0.00471,0.00426,-0.024
2015-08-23 03:00:00,0.0,1.49113,1.46064,0.00971,0.004,0.01679
2015-08-23 04:00:00,0.0,1.58045,1.47138,0.03199,0.01156,0.06552
2015-08-23 05:00:00,0.0,1.48602,1.45896,0.01951,0.00606,0.00148
2015-08-23 06:00:00,0.00243,1.47735,1.45424,0.01133,0.00343,0.01078
2015-08-23 07:00:00,0.30603,1.41741,1.4764,0.07122,0.03193,0.14389
2015-08-23 08:00:00,0.93552,1.40785,1.52823,0.30428,0.10317,0.40769
2015-08-23 09:00:00,1.56576,1.40176,1.58167,0.61298,0.17878,0.59408
2015-08-23 10:00:00,2.11253,1.41438,1.63748,0.89603,0.25399,0.73942
2015-08-23 11:00:00,2.52792,1.42695,1.68183,1.20889,0.29317,0.77098
2015-08-23 12:00:00,2.78121,1.4309,1.70603,1.46561,0.32665,0.71383
2015-08-23 13:00:00,2.85132,1.43093,1.71907,1.61202,0.31869,0.63247
2015-08-23 14:00:00,2.72814,1.43506,1.71575,1.62641,0.30406,0.51697
2015-08-23 15:00:00,2.42399,1.43361,1.70202,1.47646,0.28127,0.39785
2015-08-23 16:00:00,1.96923,1.42139,1.67279,1.23755,0.23938,0.24091
2015-08-23 17:00:00,1.39448,1.41371,1.63193,0.92772,0.17992,0.06861
2015-08-23 18:00:00,0.75259,1.4258,1.58289,0.57096,0.12216,-0.09761
2015-08-23 19:00:00,0.16203,1.42768,1.53023,0.24,0.06541,-0.24593
2015-08-23 20:00:00,0.0,1.42084,1.50471,0.09389,0.02818,-0.20593
2015-08-23 21:00:00,0.0,1.42026,1.49369,0.02662,0.02087,-0.12092
2015-08-23 22:00:00,0.0,1.42039,1.48265,0.01135,0.01672,-0.09032
2015-08-23 23:00:00,0.0,1.42511,1.47427,0.00209,0.00817,-0.05942
2015-08-24 00:00:00,0.0,1.43262,1.4656,-0.00108,0.00079,-0.0327
