Time,Net Shortwave Radiation Flux [MJ/m^2],Downward Longwave Radiation Flux [MJ/m^2],Upward Longwave Radiation Flux [MJ/m^2],Sensible Heat Flux [MJ/m^2],Latent Heat Flux [MJ/m^2],Ground Flux [MJ/m^2]
2015-08-23 01:00:00,0.0,1.32558,1.43311,-0.00694,0.00176,-0.10234
2015-08-23 02:00:00,0.0,1.33063,1.42612,-0.00633,0.00102,-0.09017
2015-08-23 03:00:00,0.0,1.33234,1.4195,-0.00531,0.00076,-0.08262
2015-08-23 04:00:00,0.0,1.32594,1.41272,-0.00566,0.00109,-0.08222
2015-08-23 05:00:00,0.0,1.32619,1.40702,-0.00526,0.00102,-0.07659
2015-08-23 06:00:00,0.00253,1.33109,1.40351,-0.00573,0.00091,-0.06506
2015-08-23 07:00:00,0.31171,1.33175,1.44101,0.03117,0.03014,0.14115
2015-08-23 08:00:00,0.94608,1.34676,1.51134,0.22762,0.08739,0.46648
2015-08-23 09:00:00,1.57888,1.35934,1.58235,0.52853,0.13599,0.69136
2015-08-23 10:00:00,2.13191,1.36542,1.64155,0.88053,0.18675,0.78849
2015-08-23 11:00:00,2.54845,1.38188,1.68698,1.22415,0.21938,0.79983
2015-08-23 12:00:00,2.80112,1.38964,1.71577,1.49036,0.23811,0.74653
2015-08-23 13:00:00,2.86994,1.39183,1.7303,1.62887,0.24009,0.66251
2015-08-23 14:00:00,2.74459,1.39968,1.72983,1.63292,0.22767,0.55385
2015-08-23 15:00:00,2.44316,1.3937,1.71267,1.50778,0.20492,0.4115
2015-08-23 16:00:00,1.98165,1.39795,1.68318,1.26594,0.16749,0.26299
2015-08-23 17:00:00,1.40305,1.39627,1.64007,0.94409,0.12356,0.0916
2015-08-23 18:00:00,0.76051,1.38637,1.58456,0.57764,0.07846,-0.09378
2015-08-23 19:00:00,0.16459,1.38322,1.52591,0.24589,0.02933,-0.25332
2015-08-23 20:00:00,0.0,1.38738,1.49635,0.0994,0.00927,-0.21765
2015-08-23 21:00:00,0.0,1.39294,1.48285,0.0381,0.00671,-0.13472
2015-08-23 22:00:00,0.0,1.40521,1.47194,0.0303,0.00557,-0.1026
2015-08-23 23:00:00,0.0,1.41969,1.46432,0.01286,0.00436,-0.06185
2015-08-24 00:00:00,0.0,1.41624,1.45324,-0.00124,-0.00051,-0.03524
