Time,Net Shortwave Radiation Flux [MJ/m^2],Downward Longwave Radiation Flux [MJ/m^2],Upward Longwave Radiation Flux [MJ/m^2],Sensible Heat Flux [MJ/m^2],Latent Heat Flux [MJ/m^2],Ground Flux [MJ/m^2]
2015-08-15 01:00:00,0.0,1.31302,1.40615,-0.01319,-0.00156,-0.07838
2015-08-15 02:00:00,0.0,1.30515,1.39515,-0.00963,-0.00264,-0.07773
2015-08-15 03:00:00,0.0,1.31117,1.38714,-0.00671,-0.00255,-0.06671
2015-08-15 04:00:00,0.0,1.31597,1.38289,-0.01116,-0.00212,-0.05364
2015-08-15 05:00:00,0.0,1.32411,1.37767,-0.00923,-0.002,-0.04234
2015-08-15 06:00:00,0.00852,1.34585,1.37819,-0.01098,-0.00085,-0.012
2015-08-15 07:00:00,0.36134,1.35962,1.41846,0.02652,0.04119,0.2348
2015-08-15 08:00:00,0.99357,1.38132,1.48932,0.17029,0.12177,0.5935
2015-08-15 09:00:00,1.62175,1.39223,1.5576,0.45054,0.19418,0.81166
2015-08-15 10:00:00,2.17054,1.39458,1.61347,0.77383,0.27043,0.90739
2015-08-15 11:00:00,2.58808,1.4022,1.65963,1.06535,0.33293,0.93237
2015-08-15 12:00:00,2.84322,1.40801,1.686,1.34039,0.36493,0.85991
2015-08-15 13:00:00,2.91821,1.40794,1.69912,1.49733,0.36808,0.76162
2015-08-15 14:00:00,2.80497,1.40835,1.69927,1.5166,0.35153,0.64592
2015-08-15 15:00:00,2.50942,1.4099,1.68529,1.41041,0.3154,0.50823
2015-08-15 16:00:00,2.05498,1.41996,1.6623,1.17023,0.26936,0.37306
2015-08-15 17:00:00,1.48363,1.42759,1.61989,0.91135,0.2084,0.17158
2015-08-15 18:00:00,0.84809,1.42614,1.56929,0.58338,0.13724,-0.01566
2015-08-15 19:00:00,0.23577,1.42096,1.51617,0.24617,0.06844,-0.17405
2015-08-15 20:00:00,0.0,1.41661,1.48564,0.06464,0.0283,-0.16196
2015-08-15 21:00:00,0.0,1.41748,1.47246,0.00917,0.01533,-0.07948
2015-08-15 22:00:00,0.0,1.4155,1.45705,-0.00484,0.00114,-0.03785
2015-08-15 23:00:00,0.0,1.40808,1.44583,-0.00669,-0.00012,-0.03094
2015-08-16 00:00:00,0.0,1.39751,1.43506,-0.00616,0.00013,-0.03152
