Time,Net Shortwave Radiation Flux [MJ/m^2],Downward Longwave Radiation Flux [MJ/m^2],Upward Longwave Radiation Flux [MJ/m^2],Sensible Heat Flux [MJ/m^2],Latent Heat Flux [MJ/m^2],Ground Flux [MJ/m^2]
2015-08-15 01:00:00,0.0,1.34468,1.42691,-0.00819,0.00694,-0.08097
2015-08-15 02:00:00,0.0,1.34861,1.42169,-0.00969,0.00697,-0.07036
2015-08-15 03:00:00,0.0,1.36044,1.41955,-0.01291,0.01526,-0.06146
2015-08-15 04:00:00,0.0,1.36499,1.41703,-0.02161,0.02494,-0.05537
2015-08-15 05:00:00,0.0,1.35928,1.4118,-0.00988,0.02881,-0.07146
2015-08-15 06:00:00,0.0084,1.3726,1.40795,0.00705,0.02791,-0.06191
2015-08-15 07:00:00,0.296,1.42007,1.43058,0.08952,0.07145,0.12452
2015-08-15 08:00:00,0.49007,1.51623,1.45653,0.17664,0.11069,0.26245
2015-08-15 09:00:00,1.6124,1.41233,1.54814,0.50686,0.23978,0.72996
2015-08-15 10:00:00,1.6849,1.54316,1.59684,0.57787,0.26081,0.79253
2015-08-15 11:00:00,2.58549,1.42403,1.67111,0.98504,0.37753,0.97584
2015-08-15 12:00:00,2.83832,1.434,1.69955,1.29448,0.40774,0.87055
2015-08-15 13:00:00,2.90564,1.44343,1.71449,1.44443,0.42829,0.76187
2015-08-15 14:00:00,2.79688,1.44003,1.71413,1.48535,0.41219,0.62525
2015-08-15 15:00:00,1.55604,1.56203,1.6482,1.02981,0.26221,0.17785
2015-08-15 16:00:00,1.3165,1.53465,1.62279,0.82969,0.22467,0.174
2015-08-15 17:00:00,0.68728,1.57621,1.58059,0.55105,0.15284,-0.021
2015-08-15 18:00:00,0.48069,1.52228,1.55232,0.36517,0.12246,-0.03698
2015-08-15 19:00:00,0.2332,1.43544,1.52005,0.22037,0.06325,-0.13504
2015-08-15 20:00:00,0.0,1.42462,1.49087,0.07859,0.02106,-0.1659
2015-08-15 21:00:00,0.0,1.42772,1.48051,0.03116,0.01624,-0.1002
2015-08-15 22:00:00,0.0,1.41976,1.47071,0.00508,0.00805,-0.06408
2015-08-15 23:00:00,0.0,1.51706,1.47327,0.01412,0.01407,0.01561
2015-08-16 00:00:00,0.0,1.41464,1.45397,-0.00246,-0.00182,-0.03506
