Time,Net Shortwave Radiation Flux [MJ/m^2],Downward Longwave Radiation Flux [MJ/m^2],Upward Longwave Radiation Flux [MJ/m^2],Sensible Heat Flux [MJ/m^2],Latent Heat Flux [MJ/m^2],Ground Flux [MJ/m^2]
2015-08-15 01:00:00,0.0,1.34285,1.42173,-0.0153,0.00847,-0.07204
2015-08-15 02:00:00,0.0,1.34727,1.4172,-0.01888,0.01488,-0.06593
2015-08-15 03:00:00,0.0,1.35154,1.41279,-0.01697,0.0136,-0.05789
2015-08-15 04:00:00,0.0,1.38133,1.4105,-0.00069,0.02733,-0.05581
2015-08-15 05:00:00,0.0,1.47691,1.41548,0.02382,0.02825,0.00937
2015-08-15 06:00:00,0.00865,1.35711,1.40401,-0.00349,0.01461,-0.04937
2015-08-15 07:00:00,0.36468,1.34785,1.43483,0.04591,0.05419,0.1776
2015-08-15 08:00:00,0.99762,1.38438,1.50206,0.21479,0.13776,0.52739
2015-08-15 09:00:00,1.26311,1.46035,1.53359,0.40236,0.20691,0.5806
2015-08-15 10:00:00,2.17936,1.37898,1.60027,0.81789,0.33281,0.80737
2015-08-15 11:00:00,2.60374,1.36908,1.64248,1.11668,0.38812,0.82555
2015-08-15 12:00:00,2.86611,1.35856,1.66836,1.36034,0.42519,0.77078
2015-08-15 13:00:00,2.94353,1.34865,1.68787,1.43313,0.44679,0.7244
2015-08-15 14:00:00,2.82854,1.35041,1.69346,1.42781,0.43148,0.6262
2015-08-15 15:00:00,2.53576,1.3455,1.68142,1.32915,0.39384,0.47684
2015-08-15 16:00:00,2.08535,1.33614,1.65377,1.13535,0.33507,0.2973
2015-08-15 17:00:00,1.51175,1.3293,1.61394,0.86067,0.25787,0.10857
2015-08-15 18:00:00,0.86757,1.32099,1.56355,0.52964,0.17753,-0.08215
2015-08-15 19:00:00,0.24203,1.32883,1.50978,0.23047,0.08461,-0.254
2015-08-15 20:00:00,0.0,1.33495,1.47895,0.06839,0.03109,-0.24349
2015-08-15 21:00:00,0.0,1.33989,1.46493,0.01663,0.0239,-0.16557
2015-08-15 22:00:00,0.0,1.34582,1.45106,-0.00249,0.01115,-0.11389
2015-08-15 23:00:00,0.0,1.34607,1.43917,-0.00375,0.00012,-0.08947
2015-08-16 00:00:00,0.0,1.33823,1.42937,-0.00524,0.00014,-0.08603
