Time,Net Shortwave Radiation Flux [MJ/m^2],Downward Longwave Radiation Flux [MJ/m^2],Upward Longwave Radiation Flux [MJ/m^2],Sensible Heat Flux [MJ/m^2],Latent Heat Flux [MJ/m^2],Ground Flux [MJ/m^2]
2015-08-15 01:00:00,0.0,1.39365,1.42954,-0.01811,0.00559,-0.02336
2015-08-15 02:00:00,0.0,1.39637,1.42497,-0.02194,0.00955,-0.01621
2015-08-15 03:00:00,0.0,1.38311,1.41876,-0.02686,0.0121,-0.02088
2015-08-15 04:00:00,0.0,1.37044,1.411,-0.02484,0.0088,-0.02453
2015-08-15 05:00:00,0.0,1.37056,1.40651,-0.02577,0.00957,-0.01974
2015-08-15 06:00:00,0.00851,1.37121,1.40212,-0.02192,0.01099,-0.01147
2015-08-15 07:00:00,0.34211,1.39334,1.43038,0.04745,0.05358,0.20404
2015-08-15 08:00:00,0.88051,1.44608,1.49442,0.16977,0.11799,0.54441
2015-08-15 09:00:00,1.35905,1.53616,1.56003,0.3817,0.17918,0.7743
2015-08-15 10:00:00,2.05508,1.48212,1.62115,0.73543,0.27176,0.90885
2015-08-15 11:00:00,2.59996,1.40154,1.65967,1.15864,0.31093,0.87226
2015-08-15 12:00:00,2.8594,1.39883,1.68745,1.38937,0.3483,0.83311
2015-08-15 13:00:00,2.93077,1.41173,1.70348,1.50247,0.37448,0.76207
2015-08-15 14:00:00,2.80782,1.43512,1.70019,1.53358,0.37767,0.63151
2015-08-15 15:00:00,2.49652,1.45177,1.68838,1.43289,0.32333,0.50369
2015-08-15 16:00:00,1.75836,1.49406,1.64675,1.09664,0.24013,0.2689
2015-08-15 17:00:00,1.47857,1.45841,1.62599,0.89273,0.2012,0.21705
2015-08-15 18:00:00,0.71339,1.49217,1.57252,0.5247,0.1233,-0.01497
2015-08-15 19:00:00,0.17974,1.46059,1.51907,0.23235,0.05579,-0.16688
2015-08-15 20:00:00,0.0,1.43749,1.49055,0.07576,0.02061,-0.14943
2015-08-15 21:00:00,0.0,1.43249,1.47782,0.01764,0.01167,-0.07464
2015-08-15 22:00:00,0.0,1.4289,1.46317,-0.00132,0.0007,-0.03365
2015-08-15 23:00:00,0.0,1.43097,1.4527,-0.00158,-0.00116,-0.01899
2015-08-16 00:00:00,0.0,1.51245,1.45679,0.00332,0.00611,0.04623
