Time,Net Shortwave Radiation Flux [MJ/m^2],Downward Longwave Radiation Flux [MJ/m^2],Upward Longwave Radiation Flux [MJ/m^2],Sensible Heat Flux [MJ/m^2],Latent Heat Flux [MJ/m^2],Ground Flux [MJ/m^2]
2015-08-15 01:00:00,0.0,1.34707,1.41366,-0.00866,-0.00409,-0.05384
2015-08-15 02:00:00,0.0,1.33973,1.40494,-0.01022,-0.00343,-0.05156
2015-08-15 03:00:00,0.0,1.33338,1.39817,-0.01707,-0.00031,-0.04741
2015-08-15 04:00:00,0.0,1.32792,1.38848,-0.01002,-0.00193,-0.04861
2015-08-15 05:00:00,0.0,1.32214,1.38543,-0.02502,0.00096,-0.03923
2015-08-15 06:00:00,0.00871,1.3193,1.38083,-0.02299,0.00107,-0.03089
2015-08-15 07:00:00,0.36677,1.31663,1.41473,0.02257,0.04594,0.20017
2015-08-15 08:00:00,1.00663,1.32647,1.47823,0.19782,0.12869,0.52836
2015-08-15 09:00:00,1.63767,1.34688,1.54851,0.43062,0.21415,0.79127
2015-08-15 10:00:00,2.18636,1.37011,1.62095,0.65163,0.299,0.98489
2015-08-15 11:00:00,2.61039,1.38011,1.67806,0.91542,0.36609,1.03093
2015-08-15 12:00:00,2.8778,1.37396,1.70137,1.23685,0.40561,0.90793
2015-08-15 13:00:00,2.94555,1.40279,1.71702,1.41637,0.40449,0.81045
2015-08-15 14:00:00,2.82101,1.40862,1.71546,1.46257,0.37676,0.67483
2015-08-15 15:00:00,2.51517,1.42647,1.70047,1.37547,0.33955,0.52614
2015-08-15 16:00:00,2.06173,1.43114,1.67201,1.18335,0.27593,0.36157
2015-08-15 17:00:00,1.49343,1.42755,1.63097,0.90434,0.20772,0.17795
2015-08-15 18:00:00,0.85639,1.40548,1.5798,0.55815,0.13364,-0.00972
2015-08-15 19:00:00,0.23879,1.40557,1.52548,0.23763,0.05417,-0.17293
2015-08-15 20:00:00,0.0,1.41738,1.49352,0.07087,0.01834,-0.16534
2015-08-15 21:00:00,0.0,1.42445,1.48,0.01983,0.00891,-0.08428
2015-08-15 22:00:00,0.0,1.41752,1.46343,-0.00466,-0.00187,-0.03937
2015-08-15 23:00:00,0.0,1.42761,1.45506,-0.00651,-0.00172,-0.01922
2015-08-16 00:00:00,0.0,1.44119,1.44984,-0.0111,0.00336,-0.00091
